,Solothurn,Basel-Landschaft,Schwyz,Aargau,Ticino,Schaffhausen,Uri,Freiburg,Luzern,Geneve,Zug,Jura,Obwalden,Thurgau,Glarus,Basel-Stadt,Appenzell-Ausserrhoden,Nidwalden,Zurich,Appenzell-Innerrhoden,Neuchatel,Bern,Graubunden,Sankt-Gallen,Waadt,Wallis
2019-01-06 07:00:00,9713,7416,7001,16046,7681,1695,2282,8470,10656,11079,4514,1173,1268,6462,2472,5012,1660,2390,32448,394.0,3182,27204,7455,17807,21031,10274
2019-01-06 08:00:00,16259,12371,12282,26502,13509,2996,3900,13737,18449,16745,8045,2070,2422,11464,4060,8544,2828,4563,54575,709.0,5261,45683,13256,28404,32334,21106
2019-01-06 09:00:00,27327,22800,18837,46915,23255,4979,5580,22109,29556,28581,12885,3465,3164,19337,5413,15162,4667,6079,91958,1045.0,9344,73154,21653,43382,54019,32727
2019-01-06 10:00:00,36114,30366,23403,58644,33338,6238,6827,30249,37332,38560,15726,4881,4027,23021,7894,20963,5717,7747,110223,1411.0,12427,95015,31409,57120,76018,46389
2019-01-06 11:00:00,42227,36536,28711,68551,41581,7546,7460,40149,43332,48509,18349,7240,4627,27051,10892,24812,7393,9347,129151,2198.0,17675,116948,39366,72449,99055,55810
2019-01-06 12:00:00,43767,39112,31302,73056,35520,8665,7090,34591,43220,52211,19388,5339,4321,29399,12424,28019,7738,9215,144286,2167.0,15682,121694,37208,78314,95254,51992
2019-01-06 13:00:00,50194,42617,34020,83578,36127,9820,7411,38118,51425,50054,21887,5734,4872,32158,12797,30439,8933,10099,160380,2427.0,15754,143422,39147,84440,94967,51675
2019-01-06 14:00:00,53717,46466,35270,86934,44210,10550,7967,43678,53400,55178,24051,7205,5378,35075,12665,34099,9427,10445,167337,2533.0,19561,154482,39874,87565,109968,59140
2019-01-06 15:00:00,55417,47567,35852,89579,46668,10639,8811,46184,55223,60718,24326,7918,5375,35707,13155,35133,9124,11151,173540,2456.0,21296,154696,38338,88201,118867,58713
2019-01-06 16:00:00,56152,46349,36776,94811,46064,11065,8544,46503,58115,60274,26278,8252,5362,37704,13070,34339,9750,11540,184856,2415.0,21956,153724,33178,90563,116018,53282
2019-01-06 17:00:00,51640,42062,31276,87261,39042,9592,8061,41002,51533,57215,24325,7623,4242,34055,10988,31544,8025,10043,170830,1872.0,19863,130115,26524,76916,108967,41877
2019-01-06 18:00:00,40132,30992,24350,66289,32986,7654,6236,31056,36535,50982,17864,5866,2963,26207,7727,25034,5536,6755,128172,1149.0,15363,93530,20427,56302,85726,32921
2019-01-06 19:00:00,31469,25270,19602,54118,23412,6012,5197,23057,30853,39007,14111,4359,2035,21342,6454,20265,4824,5449,103757,1010.0,11249,74775,15295,47154,65365,24807
2019-01-06 20:00:00,27693,20879,16318,45005,18600,4951,3831,18810,24980,31583,12194,3311,1689,17038,5052,16671,3654,4214,90352,762.0,8973,60775,11195,38818,54358,18960
2019-01-06 21:00:00,20354,15811,11900,34897,14098,3501,2482,13643,19332,24388,9344,2206,1210,12311,3630,13416,2439,3159,78323,527.0,6557,44478,7333,27175,39973,12916
2019-01-06 22:00:00,13448,10803,7242,24061,9562,2415,1429,9087,12844,17068,6323,1422,734,8849,2134,9460,1605,1854,48910,292.0,3980,27836,4690,17224,25334,7247
2019-01-06 23:00:00,6707,5261,3704,11186,5061,1138,851,4108,5969,10984,3053,641,415,4349,912,4823,820,1222,24060,153.0,1842,13680,2284,8494,13181,3382
2019-01-07 00:00:00,5393,3857,2559,8606,4271,900,695,3201,4575,8089,1844,473,192,2797,547,3523,556,746,18930,74.0,1318,10698,1544,6425,10790,2465
2019-01-07 01:00:00,2164,1408,1246,3320,1629,389,456,1665,2035,3060,803,196,89,1476,302,1493,263,406,7272,50.0,588,4575,834,3101,4424,1472
2019-01-07 02:00:00,1836,1254,972,3117,1250,367,410,1187,1797,2265,702,166,87,1324,271,1066,243,363,5960,50.0,494,3787,700,2695,3434,1191
2019-01-07 03:00:00,2607,1969,1272,4316,1491,398,516,1573,2386,2637,798,323,103,1712,345,1565,417,395,7321,90.0,677,5345,1034,4013,4427,1616
2019-01-07 04:00:00,7040,4762,2801,12693,2703,1257,841,4264,6881,5456,2203,981,421,5196,869,3014,1250,1003,17617,207.0,1933,13333,1975,10292,8881,3000
2019-01-07 05:00:00,27784,19954,11835,52610,10265,5048,2357,14929,26217,15065,9695,3289,1944,19589,3566,11579,3518,3796,84798,713.0,7384,57490,6461,34689,32321,9630
2019-01-07 06:00:00,84775,64975,37102,150914,34150,13683,6710,53716,83410,48129,35649,10935,6387,57635,10217,40053,12737,12979,253781,2188.0,26231,193931,22513,110198,116743,32807
2019-01-07 07:00:00,97047,89606,45671,171723,61867,17520,7108,69149,94489,109002,53048,12638,7330,63838,11850,71154,14332,15122,351561,2656.0,39406,236520,34321,129997,192991,54456
2019-01-07 08:00:00,62026,63308,32266,116740,51713,12221,5888,44720,60493,109850,40326,7765,4455,39931,8306,61316,8091,9395,262998,1558.0,25678,161972,25915,84775,148604,41257
2019-01-07 09:00:00,50888,48575,26424,90084,44750,10330,6295,39106,51088,77448,26095,6887,4051,34353,7425,41851,6832,8270,192557,1387.0,20572,137539,27326,74064,114055,44320
2019-01-07 10:00:00,48146,46829,26384,88372,45364,10420,6366,39154,51110,70819,23279,7159,4207,34593,7455,38873,6934,8291,185149,1515.0,20773,134951,29728,75798,114414,48764
2019-01-07 11:00:00,56019,53517,28797,102219,50260,11919,7030,48222,61914,86547,26571,9320,4754,40024,8348,47061,8374,9181,226638,1721.0,26228,157990,34189,91013,133220,55455
2019-01-07 12:00:00,60644,56761,29229,109355,52735,12849,6904,48041,64569,99771,29681,9978,4651,42117,8363,54212,8408,9584,254091,1632.0,27206,171316,34443,94869,141473,53800
2019-01-07 13:00:00,62196,60212,32639,114070,60459,13763,7481,52999,69272,103973,30767,11269,5142,46117,9036,52374,10379,10556,243168,2129.0,30960,176951,37653,101972,149576,59580
2019-01-07 14:00:00,57359,54312,30491,104487,50444,11911,6629,44748,60146,83005,26249,8411,4696,40215,8980,46135,8975,9280,215409,1980.0,23914,160069,34906,89940,132640,54387
2019-01-07 15:00:00,66506,63173,34050,120443,55171,13642,7179,52751,68909,90399,30565,10046,5590,46331,9127,51195,9980,10681,246377,1895.0,28236,185070,37630,99143,153068,59095
2019-01-07 16:00:00,94778,83778,43829,170331,65969,18188,8955,70818,97798,110981,43804,15859,7582,63099,11448,68305,13398,15430,334315,2575.0,41748,260988,40781,132661,198638,70478
2019-01-07 17:00:00,107321,95572,54237,199056,67116,21493,9108,79621,112794,126983,55865,15004,8627,78182,14327,80686,16840,18105,402712,3148.0,44639,283216,42581,157147,218069,68101
2019-01-07 18:00:00,69103,65968,37679,133900,47942,14424,6003,51481,71665,103667,40706,9062,5289,50836,9391,56320,11540,11088,276939,2258.0,28915,169775,27309,102382,154739,44574
2019-01-07 19:00:00,39593,38204,22504,77141,27682,8925,3593,31376,42084,61846,21789,5064,3068,31219,5457,32371,6648,6447,167925,1279.0,15617,103552,16176,60351,89968,25683
2019-01-07 20:00:00,26344,23433,14194,49673,18685,5505,2621,18812,26330,36232,12620,3222,1715,18876,3479,20037,3984,3832,111702,779.0,9941,65572,10543,39196,55483,16667
2019-01-07 21:00:00,21026,18579,10550,38441,13022,4047,1920,14399,22288,26755,10056,2458,1403,15043,2540,15795,3254,3091,84323,592.0,7290,53082,7553,30660,40959,12496
2019-01-07 22:00:00,15369,14362,7356,28267,9042,2844,1266,10362,15614,21166,7166,1812,996,11330,2010,11786,2471,2216,59793,362.0,5362,38388,5689,21888,30677,8275
2019-01-07 23:00:00,7369,6177,3271,13106,4747,1428,673,4639,6878,11025,2928,871,385,5033,790,5442,1114,976,28259,232.0,2211,17048,2316,9729,14303,3677
2019-01-08 00:00:00,5497,3973,1957,8842,3427,803,524,2833,4673,7221,1667,501,286,3057,494,3595,601,603,19721,92.0,1429,13414,1381,6239,10433,2446
2019-01-08 01:00:00,2267,1561,1001,3918,1564,320,377,1476,2062,2946,783,226,139,1507,244,1476,317,341,7271,45.0,734,4740,894,2912,4525,1371
2019-01-08 02:00:00,2192,1395,946,3451,1059,293,429,1266,1876,2103,648,171,97,1284,234,1056,255,325,5942,59.0,543,4023,819,2489,3730,1081
2019-01-08 03:00:00,2736,1982,1131,4761,1377,424,366,1677,2480,2199,871,321,144,1995,359,1298,377,419,8129,79.0,716,5493,1028,3964,4565,1451
2019-01-08 04:00:00,7309,4841,2718,12975,2451,1301,599,4088,6847,4393,2156,1029,390,5009,889,2963,1150,845,17857,181.0,1953,13455,1828,9776,8764,2887
2019-01-08 05:00:00,27300,19555,11290,51368,9450,5056,2146,15121,25787,14253,9165,3402,1828,18451,3192,11381,3567,3619,81458,691.0,7181,55832,5943,32925,31373,9779
2019-01-08 06:00:00,83610,65142,37688,152141,33636,13749,6307,53725,83665,47529,35252,10718,6411,57950,9893,40670,12508,12561,256923,2301.0,25563,195074,22089,108917,117105,32448
2019-01-08 07:00:00,101536,94476,46742,181309,63142,18459,6770,71828,97695,108987,53883,13718,7451,66292,11989,75108,15067,15113,367630,2719.0,41193,247411,35665,135296,197728,55124
2019-01-08 08:00:00,65811,66948,32637,121086,54093,13510,5196,45266,62499,113878,41794,8162,4293,42280,7754,65963,8862,9100,275729,1775.0,27805,167998,25087,87200,153276,39220
2019-01-08 09:00:00,51368,50965,25544,93493,46221,11018,5593,39530,53174,80204,26404,7010,3940,36206,6648,43904,7641,7915,201152,1538.0,21595,139494,25239,75101,119508,39846
2019-01-08 10:00:00,49755,48466,24979,90843,46248,10992,5454,39681,52336,71625,22858,7546,3881,35876,6453,40199,7744,7574,189745,1625.0,21584,138260,26964,75436,116003,42525
2019-01-08 11:00:00,58568,55874,28025,104860,51151,12941,6071,48984,63853,86745,27372,9390,4496,41210,7348,48435,8800,8841,233833,1800.0,26330,161639,31142,90116,134581,50356
2019-01-08 12:00:00,62158,58261,28572,111371,54000,12882,6026,47661,65603,99216,29926,10022,4569,43006,7496,54625,8861,8709,254257,1745.0,28100,172778,30756,93189,138718,47373
2019-01-08 13:00:00,64372,61856,31858,117137,61708,13809,6714,53878,71183,104573,30433,11379,5097,47207,8415,53794,10839,9963,248389,1897.0,31388,180333,33866,100920,147628,53798
2019-01-08 14:00:00,57531,55686,28711,104857,51060,12144,5637,44247,60804,84384,26239,8342,4525,40888,7744,46355,8748,9107,215137,1739.0,24184,156742,29437,86583,130176,46265
2019-01-08 15:00:00,68292,63978,32198,122535,54413,13270,6851,51110,69277,86704,30581,9953,4806,45909,8996,52974,10043,10036,249355,2026.0,27833,181209,31820,96846,148360,50993
2019-01-08 16:00:00,94297,85363,42868,172694,62068,17107,7965,67243,98157,106066,43935,14875,7162,62403,10818,68345,13880,14534,331452,2570.0,39507,253993,37127,132119,189695,62413
2019-01-08 17:00:00,105263,93130,50902,195671,62737,20321,8130,76141,107998,117087,53539,14787,8383,76494,13566,78348,17020,17084,392741,3168.0,43292,274926,38734,151540,204042,62085
2019-01-08 18:00:00,72064,68417,37316,138744,48615,14806,5979,52914,73768,104592,40339,9718,5343,52804,8799,59668,11784,11117,288436,2340.0,30192,176333,27308,101444,155804,43721
2019-01-08 19:00:00,43036,40612,23616,82566,29377,9301,3526,32796,44328,65607,22842,5594,3108,32706,5265,35592,7083,6585,181937,1360.0,17022,108784,16680,63504,94382,26466
2019-01-08 20:00:00,26895,25838,14491,51542,19791,5748,2448,19763,27974,39358,13381,3577,1873,20370,3380,23008,4315,3967,119849,840.0,10524,69440,10534,40455,57616,17916
2019-01-08 21:00:00,23245,21002,11255,41937,13776,4305,1860,16026,24101,29273,10799,2506,1512,15939,2671,18033,3559,3301,95567,711.0,7918,58216,8435,32926,45452,13493
2019-01-08 22:00:00,18424,15876,8598,33261,10857,3393,1337,12338,18791,23387,8115,2112,1203,12658,2106,13626,2828,2412,77293,566.0,6042,43672,6401,25063,38334,9327
2019-01-08 23:00:00,8502,6777,3756,15134,5405,1457,699,5739,8190,12616,3549,827,533,5941,847,6054,1270,1363,32027,246.0,2951,18793,2630,11284,17341,4450
2019-01-09 00:00:00,5459,4126,2034,9664,3773,953,517,3202,4979,8560,1680,452,255,3456,517,3813,655,595,21792,82.0,1795,12301,1545,6854,11771,2847
2019-01-09 01:00:00,2444,1664,1132,3913,1551,360,460,1473,2025,3342,878,212,130,1455,324,1617,319,336,7832,40.0,812,4930,913,3065,4696,1418
2019-01-09 02:00:00,2045,1350,870,3189,1346,272,477,1242,1694,2411,594,187,89,1288,276,1121,212,311,5971,53.0,653,3955,918,2614,3750,1166
2019-01-09 03:00:00,2694,1801,1241,4755,1432,366,339,1630,2448,2325,894,361,113,1724,419,1292,342,285,7701,87.0,1048,5585,1140,3726,4443,1438
2019-01-09 04:00:00,6672,4427,2724,12565,2406,1289,633,4243,6700,4373,2025,944,445,4830,761,2844,1137,857,17658,211.0,2247,13140,1935,9331,8800,3040
2019-01-09 05:00:00,25939,18677,11010,50121,9198,4775,1924,14599,24950,13609,8887,3214,1762,17980,3261,10968,3430,3517,79288,666.0,7466,53861,5944,32073,30459,9203
2019-01-09 06:00:00,80264,63353,36572,147728,32766,13408,6029,51303,80674,45490,34486,10412,6240,56227,9409,39858,12363,12152,250668,2247.0,25656,187293,21252,105556,111822,31314
2019-01-09 07:00:00,98293,91465,45287,176935,62695,18152,6593,68437,94954,101781,50601,13192,7042,65996,11153,73191,14821,14584,361320,2646.0,39718,238844,34066,130529,188020,52239
2019-01-09 08:00:00,65299,66718,32156,121912,54222,12939,4993,44217,63113,107891,42046,8305,4187,42339,7543,65304,8876,9012,277614,1737.0,28971,164536,23169,85772,148762,36647
2019-01-09 09:00:00,51895,50238,25827,95521,46459,11186,5148,38345,52384,80303,26367,7125,3937,36057,6266,44577,7262,7758,208459,1525.0,21696,137211,22394,73728,116518,36845
2019-01-09 10:00:00,50764,49058,25469,93680,47009,11052,5541,39629,53264,72139,23830,7492,3940,36478,6537,39936,7497,7991,199995,1645.0,22572,137725,23848,75307,116448,39212
2019-01-09 11:00:00,60187,57865,30173,111577,54651,13069,6226,50591,65568,92081,29153,10410,4664,43485,7835,49975,9153,9593,252376,1972.0,29226,167260,28928,93364,142152,51769
2019-01-09 12:00:00,65224,60705,30448,118052,56887,13896,6198,50844,68732,102780,31461,10958,5080,45738,7636,56457,9369,9436,279902,2005.0,31061,182293,29522,97593,151826,47803
2019-01-09 13:00:00,66032,63779,33577,123179,59049,13515,6680,51833,73197,100611,32049,10584,4956,47637,8719,55419,10639,10522,256079,2104.0,29526,180625,31626,103364,147992,50603
2019-01-09 14:00:00,61463,57845,30722,115060,50440,11697,5507,43391,64175,86024,28230,8459,4277,42830,7933,47668,9381,9368,227939,1982.0,24989,162025,28443,91326,135779,46623
2019-01-09 15:00:00,68975,64754,33869,129678,53542,13307,6269,49251,71266,86242,32089,9033,4770,47620,8905,52413,10289,10196,255138,2059.0,26876,182463,30159,99949,146907,49722
2019-01-09 16:00:00,95975,85425,44440,177492,61610,17357,7885,67042,99911,101486,44576,14055,6913,64126,11091,67737,14382,14278,336920,2674.0,39025,247757,35112,133360,188370,57455
2019-01-09 17:00:00,103006,91598,50248,194301,61818,20451,8053,73394,108342,114344,52986,14426,8414,74425,13256,75510,16173,16754,388183,2983.0,41146,268143,37630,147512,196994,59475
2019-01-09 18:00:00,72901,67602,37115,137455,48130,14997,6026,56318,75254,103923,40427,9946,5360,51479,8955,58789,10439,10860,286390,2300.0,30400,179082,26861,101486,154470,43329
2019-01-09 19:00:00,44349,40995,24017,85137,30301,9517,3634,35897,47525,66985,23348,5582,3279,34566,5425,35027,8173,6784,184927,1599.0,17714,113384,17144,66756,97009,26575
2019-01-09 20:00:00,29031,25978,16056,55079,20291,6021,2577,20578,30731,39775,14019,3546,2342,21609,3767,22516,4562,4501,127223,937.0,10908,72806,10416,42778,60222,17738
2019-01-09 21:00:00,23698,21096,12254,43785,14711,4759,2040,15922,26293,30688,11543,2855,1692,16973,2945,17880,3742,3361,102040,742.0,8812,61509,8801,34608,46198,13678
2019-01-09 22:00:00,20156,16696,9263,36611,11681,3834,1516,12772,21338,25890,9554,2216,1324,13607,2321,14453,2955,2810,76701,478.0,7018,47679,6779,26460,36852,9870
2019-01-09 23:00:00,9412,7346,4772,16701,5829,1685,640,6200,9304,13923,4240,924,591,6581,1096,6500,1635,1294,36553,311.0,3007,21499,2848,12436,18779,4536
2019-01-10 00:00:00,6167,4507,2573,10784,4256,928,691,3810,5919,9259,2205,564,309,3550,785,4196,716,791,23994,92.0,1746,13502,1969,8032,12716,2752
2019-01-10 01:00:00,2509,1649,1147,3997,1714,363,347,1599,2429,3591,942,276,151,1533,359,1549,262,370,7968,53.0,687,5296,1016,3235,4889,1350
2019-01-10 02:00:00,2367,1563,976,3698,1261,260,333,1453,1790,2565,731,200,77,1177,299,1203,297,234,6777,60.0,693,4612,954,2830,3849,1114
2019-01-10 03:00:00,3117,2066,1249,5004,1345,394,376,2066,2708,2569,933,484,124,1884,398,1443,551,351,8857,120.0,944,6818,1259,4508,4824,1569
2019-01-10 04:00:00,7741,4916,3213,14103,2378,1253,594,4622,7271,4528,2243,1046,485,5359,934,3080,1288,903,20215,241.0,2326,15368,2180,10725,9911,3148
2019-01-10 05:00:00,27695,19848,11914,52369,9193,4941,2084,15632,26892,14567,9589,3403,1951,18896,3405,11260,3560,3729,84511,717.0,7700,59077,6237,34516,32187,9616
2019-01-10 06:00:00,82754,64524,37930,151094,33391,13530,6291,52940,82725,46678,35334,10815,6500,57258,9847,40924,12067,12760,257751,2281.0,26936,193235,21817,107493,116449,32503
2019-01-10 07:00:00,101916,93854,47177,183838,65197,18344,6736,71577,98205,110193,53651,13604,7567,67084,12162,75547,14734,15146,373172,2697.0,42515,249251,35802,133698,199608,56056
2019-01-10 08:00:00,68518,69929,34510,128053,56192,13501,5511,47019,64949,117582,42284,8289,4417,42778,8119,68097,8934,9615,290724,1751.0,29047,174803,26296,88828,159743,42129
2019-01-10 09:00:00,54750,53256,27075,98937,48375,10784,5517,40861,53991,85943,27588,7510,3982,34852,8245,47615,6914,8079,209453,1511.0,22614,144934,26645,75376,124207,44186
2019-01-10 10:00:00,52906,50904,25931,93227,49079,10584,5664,41494,53589,74327,24222,7689,3932,33826,7084,42473,6895,8059,196027,1476.0,22859,143692,29687,74452,122350,47861
2019-01-10 11:00:00,61638,59197,29411,109523,54258,12825,6337,50930,65900,90221,28581,10097,4726,40176,8022,51863,8081,9312,241739,1726.0,29400,172446,33732,89503,142962,56891
2019-01-10 12:00:00,64640,60734,29598,115818,56053,12941,6070,50429,67691,103055,30592,10653,4939,43507,7810,58004,8344,9320,267370,1682.0,29707,183095,33511,92429,147879,53203
2019-01-10 13:00:00,67213,65175,32399,123070,60110,12938,6840,53854,73243,103884,32034,10738,5112,44025,9160,57876,9376,10195,251210,1911.0,30706,188840,37996,99247,155907,56867
2019-01-10 14:00:00,59063,55224,27702,104929,48788,11261,5817,44662,59042,80669,25715,7961,4402,37685,8207,45698,7490,8714,209816,1674.0,24511,159039,31821,81252,131472,49185
2019-01-10 15:00:00,68764,63081,31995,121404,54082,13036,6529,52242,67678,88227,30500,9603,5218,43742,9308,50719,8681,10138,244730,1834.0,28834,184075,33425,90773,150342,53639
2019-01-10 16:00:00,95423,82267,42338,168869,63400,17636,8270,70127,93376,107392,42725,14711,7013,58801,11661,66343,11958,14155,328478,2252.0,40908,251361,38399,125191,193636,65208
2019-01-10 17:00:00,104989,91923,49810,194953,64091,20488,8669,78232,107888,121546,52919,14773,8737,70847,13673,77236,14721,17330,390654,2951.0,44423,278165,40612,144336,209976,65263
2019-01-10 18:00:00,77448,68832,39385,143621,52120,15200,6701,56258,79266,110901,42666,10435,5563,53113,9550,61355,11440,11624,297767,2269.0,32505,188632,28896,103178,163773,48449
2019-01-10 19:00:00,47483,43008,27021,88263,35336,9732,4180,36086,49492,75278,24376,6568,3527,34532,6988,38404,7069,7210,189348,1492.0,20020,120022,19489,69063,102064,30513
2019-01-10 20:00:00,33047,28091,16790,59319,23345,6583,3069,22916,32559,46160,15644,4114,2254,21655,4087,24528,4609,4586,132555,911.0,12721,80623,13611,45110,64754,20352
2019-01-10 21:00:00,26737,22864,12807,47512,17277,5545,2339,18727,28322,34412,13122,2938,1852,17381,3570,19789,3549,3984,106541,637.0,9022,68149,10017,37305,51641,15654
2019-01-10 22:00:00,21834,20996,10833,40150,13870,4247,1743,15388,24512,31581,10563,2501,1512,14802,2574,17881,3230,3449,88511,648.0,8749,55686,8351,29801,44391,13059
2019-01-10 23:00:00,11323,10626,5518,20754,7714,2086,892,7900,11240,18912,5302,1288,700,7670,1124,9128,1795,1602,44592,402.0,4237,27042,4025,15217,24417,6505
2019-01-11 00:00:00,6780,5427,2810,12165,5153,1084,584,4316,6864,12126,2606,692,323,4012,723,5073,760,779,28735,142.0,2119,15955,2352,8787,15446,3513
2019-01-11 01:00:00,2887,1968,1323,4633,2000,441,397,1843,2600,5000,1099,352,133,1699,335,1970,295,458,9471,50.0,1037,6116,1211,3577,6129,1626
2019-01-11 02:00:00,2225,1608,966,3787,1492,354,420,1526,1994,3276,787,189,89,1246,262,1392,298,302,7376,59.0,703,4618,1039,3007,4594,1287
2019-01-11 03:00:00,2790,1979,1386,5464,1493,400,409,1886,2863,3036,1072,380,133,1964,416,1425,497,355,9715,102.0,751,6263,1165,4570,5243,1597
2019-01-11 04:00:00,7349,4507,3172,13769,2549,1255,663,4366,7146,5325,2294,1057,411,5120,894,2908,1258,899,20551,236.0,2202,13738,1914,10447,9587,3163
