,Thurgau,Glarus,Zug,Jura,Obwalden,Appenzell-Ausserrhoden,Nidwalden,Zurich,Waadt,Basel-Stadt,Wallis,Neuchatel,Appenzell-Innerrhoden,Solothurn,Aargau,Schwyz,Uri,Schaffhausen,Ticino,Basel-Landschaft,Geneve,Luzern,Freiburg,Bern,Graubunden,Sankt-Gallen
2019-12-30 00:00:00,4768,1522,2614,973,456,942,1302,24939,14342,4924,4725,2499,151.0,6929,11995,3601,933,1206,6478,5865,10112,7026,4459,17377,6542,10787
2019-12-30 01:00:00,2326,440,1088,404,209,422,525,8984,5402,2074,2108,942,61.0,2938,4883,1394,534,561,2362,2146,4381,2533,1806,6942,3459,4420
2019-12-30 02:00:00,1520,309,712,317,151,266,349,6456,3872,1398,1483,603,52.0,2008,3256,965,251,375,1615,1519,2665,2007,1524,5205,2160,3116
2019-12-30 03:00:00,1684,302,679,302,149,300,471,6789,4696,1458,1701,829,57.0,2420,3764,937,413,384,1513,1780,2670,2157,1684,5673,2001,3612
2019-12-30 04:00:00,3655,559,1371,523,237,734,672,13236,7480,2815,2607,1202,142.0,5116,8770,1749,553,849,2463,3599,5031,5050,3121,10155,2277,6802
2019-12-30 05:00:00,8623,1566,4226,1189,752,1672,1797,38799,15914,6392,5993,3179,330.0,12907,23049,4885,1038,2296,5567,9410,9240,12884,8514,30022,4899,15962
2019-12-30 06:00:00,20383,4594,10968,2655,2218,4599,4647,85317,37902,15015,15364,7924,1031.0,27605,48678,13827,2795,4709,14641,22528,15011,29611,20201,72457,13292,41180
2019-12-30 07:00:00,27743,12331,18787,4070,5731,6427,10909,129329,64257,23428,28643,12161,1496.0,36508,66312,27247,6692,6820,28051,31723,26754,43720,28906,107600,32393,70192
2019-12-30 08:00:00,29645,14585,20706,5172,7981,7137,14153,139746,78415,26778,51371,13861,1470.0,39706,71896,31001,8952,8302,35604,34727,41188,49035,31956,122017,58018,77155
2019-12-30 09:00:00,38511,15367,23871,7340,9376,9376,15683,166722,100749,31576,80700,18487,2066.0,49362,90427,37213,11332,10972,45755,43548,49093,59306,41829,157216,81199,93543
2019-12-30 10:00:00,45426,17883,26067,9510,9711,12386,18021,190386,123075,38557,102906,23240,3391.0,57414,104650,42448,13553,12743,55770,51629,58535,69392,50867,189488,103611,110993
2019-12-30 11:00:00,47242,16966,28651,9969,10008,14214,19242,210912,134845,44236,109037,25254,4498.0,61110,112682,45278,14046,14415,58652,57201,65981,75110,53607,205329,113001,117268
2019-12-30 12:00:00,45809,15855,28356,8778,9116,13141,17927,218245,127893,46362,98464,23735,4408.0,60219,110628,42068,13933,14094,54933,56033,68034,72778,50370,201938,105467,113568
2019-12-30 13:00:00,53990,17157,31476,11998,10483,16269,19412,235805,140226,49324,104261,28995,5096.0,67996,124305,48958,14551,16764,61788,63910,73101,85232,60223,228494,108969,130012
2019-12-30 14:00:00,55869,18147,31882,12417,10912,17047,20355,243741,152115,52393,112282,32238,5842.0,69776,129070,50273,15162,17192,66137,67259,78500,86329,61483,236722,116666,134362
2019-12-30 15:00:00,57341,19092,32563,12416,11584,16616,20976,247891,154811,52975,115859,32550,5147.0,69257,130643,50607,15360,16720,65702,65068,79596,88511,63476,240358,116633,136433
2019-12-30 16:00:00,59020,19586,33487,12281,10343,15758,20815,261091,157948,54119,100435,32684,4451.0,72320,134329,50932,13549,16646,63807,65470,80066,89087,64231,239532,97136,135855
2019-12-30 17:00:00,55582,18338,33631,10313,8493,13264,18277,249919,143389,48705,77641,28460,2971.0,65927,126634,46596,9989,14973,57197,60638,76714,83136,59768,207617,74090,123166
2019-12-30 18:00:00,41475,13912,25334,7987,5584,9503,12867,190057,109497,37466,54145,21350,2077.0,52071,97389,35914,6971,11313,44686,44654,64992,61939,45072,148241,51200,90444
2019-12-30 19:00:00,29467,8804,16341,5019,3720,6516,7680,136015,70661,25987,34134,14070,1252.0,36173,68930,23601,4743,8427,27925,31429,47021,38337,29472,99755,36487,59964
2019-12-30 20:00:00,21263,6527,10725,3293,2278,4256,5008,99649,47569,19391,24277,8702,894.0,25732,48862,17082,3623,5561,19658,22440,30868,26821,19875,68717,24883,42241
2019-12-30 21:00:00,15499,4263,8264,2584,1631,3358,3682,74088,36922,15543,18694,6858,598.0,21235,37178,11788,2711,4101,16142,17526,25022,21612,15494,54274,17831,32403
2019-12-30 22:00:00,12413,2952,7057,2234,1235,2574,2879,62403,32525,13121,14480,5954,488.0,17138,30870,8855,1769,3498,12958,14366,21561,18395,12523,45946,17688,25296
2019-12-30 23:00:00,8095,1575,4682,1285,952,1810,1998,38556,20777,7473,9090,3735,336.0,11224,19604,5546,1210,2115,8576,8686,14978,11713,8220,29539,12000,16866
2019-12-31 00:00:00,6275,2375,3054,959,756,1144,1329,31823,16716,5626,5346,2891,180.0,8460,15292,4835,1013,1485,7116,6345,13207,9372,5740,22186,8764,14244
2019-12-31 01:00:00,3087,643,1455,407,405,570,576,11691,7057,2469,2523,1338,97.0,3895,6814,1829,572,643,3175,2459,5252,3877,2469,9414,3889,5771
2019-12-31 02:00:00,2181,391,893,428,255,353,456,8243,4729,1597,1848,871,94.0,2672,4355,1379,450,530,1654,1800,3468,2627,1741,6900,2585,4215
2019-12-31 03:00:00,2352,403,685,371,222,507,411,7791,4926,1487,1715,895,101.0,2664,4332,964,310,404,1554,1891,2827,2527,1981,7098,2009,4336
2019-12-31 04:00:00,3874,554,1260,515,296,1471,591,13138,7630,2598,2941,1163,244.0,4779,8280,1717,445,820,2291,3126,4077,4677,3270,10646,2102,7070
2019-12-31 05:00:00,7594,1339,3433,1062,726,2149,1506,33285,14893,5503,5500,2851,382.0,10962,19305,4331,934,2001,4637,8133,7168,11040,7783,26347,4250,14432
2019-12-31 06:00:00,15859,3191,7775,2252,1709,3981,3360,67628,31616,11951,12817,6221,863.0,21024,37410,10302,2246,3787,11562,17314,10287,22330,16553,56367,10031,31261
2019-12-31 07:00:00,21305,6908,12969,3543,3860,5680,6515,99618,53614,18395,23886,10011,1246.0,27179,49699,18333,3979,5385,23024,24356,15967,31751,23362,80435,23234,49194
2019-12-31 08:00:00,24799,8342,15177,4799,5262,7100,8823,115028,67035,20758,41283,12378,1544.0,30685,56237,22040,5671,6278,30054,26945,26182,38705,27839,98632,42666,58885
2019-12-31 09:00:00,34357,10307,19358,6908,6504,10515,11324,145836,93673,26523,67141,18087,2305.0,41503,76958,28682,7577,9282,41547,35775,37990,52258,39423,135379,63287,79898
2019-12-31 10:00:00,42144,12516,24455,9178,7602,15072,14105,180656,119818,33167,88768,24207,3335.0,51515,95744,36675,10141,12033,54558,46291,50504,66157,48416,170543,81482,99379
2019-12-31 11:00:00,46449,14311,27296,10056,8372,15696,16220,208551,131598,39754,96424,27078,3800.0,58331,106965,41085,10847,14257,59278,52806,57104,73930,52847,191091,90622,110356
2019-12-31 12:00:00,47833,14383,30130,8749,8096,15507,16436,227336,126660,43099,87889,24919,3804.0,61035,113111,42620,10758,13654,55906,54560,57450,75947,49172,197257,85861,111453
2019-12-31 13:00:00,50728,15810,30800,10559,9240,17588,18010,228326,132570,43158,89511,27474,4456.0,63447,116865,46196,12007,14765,56477,56337,61084,81520,55922,204696,88367,120355
2019-12-31 14:00:00,50242,16753,30876,11216,9311,18153,18575,228547,140942,42344,96294,29595,4927.0,64263,116901,48038,12198,14769,60659,56043,65276,81043,57071,208227,96938,120968
2019-12-31 15:00:00,49267,16756,30616,10744,8973,16697,17317,223789,139607,40506,95215,28599,4451.0,61800,111863,46412,11422,13796,59248,51834,65414,77524,54411,201430,90764,114659
2019-12-31 16:00:00,47324,15579,28625,9534,7584,14604,16172,216042,131957,37772,75261,26670,3761.0,56738,108358,42302,9635,13404,52424,48604,60456,72891,51733,185690,67440,105623
2019-12-31 17:00:00,42721,12426,25192,8155,5884,12403,13112,192246,115408,33391,55634,24761,3021.0,52605,100054,35393,6780,11016,41199,45318,54164,65307,46724,157127,45434,88985
2019-12-31 18:00:00,37928,8476,20111,9397,4494,10160,9465,162751,105619,31834,48425,24014,2208.0,46425,85258,28200,5524,10037,35677,41370,49446,54978,47225,134968,36843,75558
2019-12-31 19:00:00,23979,4534,12509,6631,2426,6065,5366,115846,82608,22632,34340,16245,1253.0,27116,50873,16807,2956,6600,34141,24438,49351,33494,29118,80811,24993,47087
2019-12-31 20:00:00,14795,2764,7991,2567,1365,3782,3324,79780,44912,15182,18417,7634,760.0,17735,32267,11745,2016,3883,18927,15092,31633,21344,13381,50144,14974,30402
2019-12-31 21:00:00,13346,2251,7337,2068,1144,3475,3190,77954,33954,13579,14174,6529,669.0,17208,31107,10579,1815,3527,12938,13699,25551,19771,11113,49200,11997,27994
2019-12-31 22:00:00,13539,2231,7154,1830,1258,3399,3209,93818,35544,16841,14592,6270,695.0,16040,31083,10310,1421,3905,15258,14888,26324,21473,11699,52414,13016,29007
2019-12-31 23:00:00,10663,1344,5702,1593,930,3484,2795,91762,35074,19191,14941,5012,804.0,11922,23437,8466,1215,4511,14464,11703,28618,19365,9825,43816,12008,25389
2020-01-01 00:00:00,16927,2248,8892,2533,1757,4946,4204,161065,58571,31789,21690,8315,1082.0,19278,38807,12189,1613,6449,23515,18798,47737,32547,16765,72082,17184,39151
2020-01-01 01:00:00,21254,3195,11585,3821,1946,5487,4758,109370,52592,21554,21472,9978,1018.0,24231,51044,14707,1720,5435,22205,26004,33032,31496,21028,72598,18917,41785
2020-01-01 02:00:00,15095,2215,7986,3702,1318,3197,3198,75535,41517,13720,15061,8434,729.0,16562,34686,9824,1249,4404,15787,15370,24092,23344,17494,51903,11951,28441
2020-01-01 03:00:00,8875,1310,4107,2767,627,1758,1652,48468,27530,8779,10170,6230,395.0,10355,19943,5649,791,2644,9316,9003,16822,13938,11526,31976,7227,17097
2020-01-01 04:00:00,5427,872,2348,2026,423,966,1137,33073,19689,6934,7213,4130,218.0,6603,12222,3577,690,2023,5932,5694,13090,9965,6973,20041,5053,11394
2020-01-01 05:00:00,4700,793,2445,1251,506,1031,1054,30578,16221,5678,5604,3118,186.0,7098,11580,2729,585,1705,4354,5503,11674,7571,6284,18971,3769,9678
2020-01-01 06:00:00,6185,1952,3339,1270,717,1614,1414,29195,15313,5926,6335,3784,325.0,8718,13434,5328,1085,1675,4791,6005,10042,9080,6852,25462,5146,14025
2020-01-01 07:00:00,6088,5406,4349,1283,2347,1895,3936,29489,17907,4727,8859,3380,593.0,8332,13447,9197,2716,1445,5841,5421,9644,11395,7892,29897,12658,21593
2020-01-01 08:00:00,7542,6247,5739,1463,4144,2279,6149,34653,21568,5641,20066,3656,809.0,10535,16399,12715,4195,1835,8559,7153,10891,15017,8889,38537,25662,24853
2020-01-01 09:00:00,11265,6843,8651,2139,4640,4160,7507,50714,32274,8382,34091,5472,1200.0,15655,24872,16418,5222,2864,15037,11512,14106,21462,13239,55935,38322,33612
2020-01-01 10:00:00,16651,9407,12549,3792,5681,8027,10409,72846,48404,13579,51020,8881,2609.0,23423,37137,24673,7619,4330,25590,18618,20539,31573,20820,85584,55917,51721
2020-01-01 11:00:00,22858,12276,17052,6043,7160,11896,13633,95506,67627,17713,67405,13577,4384.0,33815,50373,33277,9851,6328,35772,26959,28430,41546,29734,116992,72177,68699
2020-01-01 12:00:00,26483,13980,19704,5766,7614,14788,14330,112212,71879,22654,69748,14636,5331.0,40411,60007,39138,10741,7869,34234,33618,31847,46337,31679,135661,79414,79363
2020-01-01 13:00:00,32604,15111,23217,6899,8545,19111,16080,131974,79638,27005,73522,17648,6769.0,48282,70703,45119,11888,9921,36981,42600,33792,55068,37180,161730,81855,94534
2020-01-01 14:00:00,35497,15918,25066,9343,9199,20999,17265,145647,90666,31632,80121,21364,7251.0,53707,78263,48810,12743,10901,45344,49228,37430,60518,42330,178857,90655,101850
2020-01-01 15:00:00,36672,17329,25557,9579,9393,18935,17745,151136,97684,32275,85572,22737,6101.0,54418,82408,48613,13151,10997,47472,48513,41841,63727,44183,182285,92120,102294
2020-01-01 16:00:00,37382,17802,24824,8882,7741,15630,16097,152102,96244,31928,72112,21338,4553.0,50340,81229,44585,11825,10386,45395,42650,43783,60566,43661,169319,73881,98265
2020-01-01 17:00:00,31077,13885,21037,7069,5246,9196,12773,131066,81732,25590,49177,16419,2361.0,41778,71441,35321,8332,8462,37728,34510,42667,49500,36244,125393,46097,75064
2020-01-01 18:00:00,23067,8828,14765,5279,3498,5651,7992,99413,62631,20376,34848,12054,1329.0,32316,56219,22108,5378,6471,29393,25686,37434,37919,26891,87901,31352,52112
2020-01-01 19:00:00,18736,6505,10795,3537,2409,4280,5703,82379,47846,17040,26600,9193,923.0,25288,44466,17247,3720,5240,24229,21024,31348,38760,19776,71545,22908,41400
2020-01-01 20:00:00,15556,4808,8623,2956,1789,3420,4224,68482,39479,13847,20226,7296,759.0,21584,36085,12726,3097,4060,16900,17169,24553,34570,15872,69089,17805,33449
2020-01-01 21:00:00,12216,3266,7676,2409,1675,2476,3919,58072,31450,11538,15882,5938,493.0,17196,30366,10032,2065,3059,14742,13586,20252,22683,12636,49504,15687,24797
2020-01-01 22:00:00,9329,2563,6069,1844,1005,1739,2608,47878,26172,8735,10759,4503,314.0,13769,25431,6886,1400,2532,11171,10346,17626,16724,10739,38123,12787,18248
2020-01-01 23:00:00,6456,1059,3537,1136,635,1102,1545,30229,17245,5360,5831,2926,219.0,8395,15573,3922,824,1451,5918,5979,11428,9407,6370,22681,5716,11501
2020-01-02 00:00:00,4288,813,2258,797,401,698,1049,24980,13623,3903,3487,2082,99.0,6588,11446,2490,676,1100,4679,4348,8550,8182,4405,17752,3130,8599
2020-01-02 01:00:00,2149,422,1134,389,213,306,552,9894,5664,1854,1643,889,58.0,3043,5356,1272,331,477,1937,1859,3613,3507,1881,7540,1458,3870
2020-01-02 02:00:00,1494,320,628,233,153,245,416,7629,4229,1106,1161,636,52.0,1931,3617,762,244,337,1342,1154,2328,2503,1452,5425,1087,2939
2020-01-02 03:00:00,1465,280,693,233,146,237,392,7892,4222,1192,1230,610,38.0,2159,3955,781,309,359,1273,1472,2313,2875,1615,4911,974,3220
2020-01-02 04:00:00,2575,521,1282,288,207,512,709,10937,5824,2425,2049,721,113.0,3666,6225,1519,437,608,2274,3035,3878,3652,2256,5915,1372,5786
2020-01-02 05:00:00,4869,995,2194,469,439,1229,1089,19575,8073,6067,4205,1505,255.0,6478,11239,3282,890,1173,5230,8658,8270,6271,4069,10904,3456,11862
2020-01-02 06:00:00,10971,3551,5648,1374,1277,3730,2867,38361,16459,15475,11512,4202,853.0,14448,23324,10881,2655,2488,14183,22141,14762,13809,8847,27569,10282,32008
2020-01-02 07:00:00,14792,11490,10435,1880,4818,4930,8606,57950,31491,24174,22422,6350,1357.0,19913,32955,23612,6450,2926,26419,30048,26245,24364,15005,48471,27889,59094
2020-01-02 08:00:00,19120,15325,13779,2671,7671,5938,12860,79145,44814,26017,44154,8481,1484.0,26285,43922,30577,8510,4993,33075,30757,37656,34734,20666,70809,51813,67545
2020-01-02 09:00:00,27174,15614,21090,4331,8711,9107,15572,113057,64290,28935,68941,12905,2388.0,37081,62879,37747,11488,7832,41209,37882,43014,48669,31001,104529,74631,86189
2020-01-02 10:00:00,34891,18161,24832,6396,9971,13802,18902,144159,86028,33753,92034,18826,4240.0,48004,77375,46474,13379,9965,52575,45412,51030,62199,42919,142052,96219,108347
2020-01-02 11:00:00,38959,19393,29427,8157,9935,17436,20093,163005,98705,40173,99498,23158,6535.0,56065,87572,52794,14042,11655,54871,53564,57727,69866,49508,167197,104889,121213
2020-01-02 12:00:00,38726,18027,29085,7379,9571,18388,19834,172746,92439,44700,93030,22046,6891.0,58859,90981,52086,14329,12103,52833,56604,62584,70228,46225,169050,99337,121410
2020-01-02 13:00:00,44913,18163,32666,9601,10291,22475,21194,193505,101097,47859,95270,26760,7965.0,65157,103613,57067,14469,14047,60742,63407,66549,81012,55705,193399,100795,137714
2020-01-02 14:00:00,46589,19714,32950,10987,11302,24066,22559,206765,113235,50287,103884,31440,8455.0,68207,107793,59616,15834,14816,64231,66581,70060,84072,60478,204491,107489,144597
2020-01-02 15:00:00,47290,21014,34281,10983,11675,22268,22834,209816,117754,52806,108934,31710,7481.0,66638,110824,59852,15948,14681,64874,67027,74783,84641,61760,206527,110093,143622
2020-01-02 16:00:00,48845,21859,33658,10016,9778,18527,21094,208401,117274,54975,97196,30268,5650.0,66726,114321,56643,14857,13857,65159,67624,78142,81835,59047,196034,94404,142075
2020-01-02 17:00:00,45081,21430,29357,8406,7860,13213,17332,189412,107404,51589,70517,25420,3298.0,57749,102726,48096,11665,11751,59524,61923,75866,67268,52532,159136,69439,123216
2020-01-02 18:00:00,35358,18161,22926,6639,5576,8866,12370,153483,86606,37860,50643,18634,1862.0,46201,81551,35643,7842,9709,45421,45128,62764,52575,41100,119209,48749,93962
2020-01-02 19:00:00,26751,14205,16898,4834,3524,6167,8364,117942,63561,27418,31695,14005,1395.0,35037,63164,27336,5718,8257,31709,32237,47936,37270,28466,85906,32578,70465
2020-01-02 20:00:00,20732,10763,12090,3929,2365,4535,5846,97234,48944,20443,24018,9832,945.0,28412,50547,21714,4828,5798,24044,24151,33817,28755,20379,65534,22980,49186
2020-01-02 21:00:00,16462,5812,10061,2800,1634,3750,4734,77734,41724,15989,19311,7782,684.0,22405,39507,15497,3688,4801,19478,18865,26305,24040,16367,59570,16939,35713
2020-01-02 22:00:00,12906,3257,7829,2585,1277,2891,3489,60895,37911,13317,15387,6656,496.0,19995,31906,10013,3152,3688,14071,15428,22812,18704,19689,50625,16426,27104
2020-01-02 23:00:00,7833,2385,4709,1477,820,1581,2486,36716,24489,7781,8965,4458,338.0,11802,20100,6591,1462,2043,8688,8912,15178,11967,10014,27027,7780,17213
2020-01-03 00:00:00,5325,1128,3006,939,457,1033,1230,28462,17850,5057,5407,3010,158.0,8333,13880,3494,1084,1382,6968,5975,12066,8480,6119,19716,4886,11582
2020-01-03 01:00:00,2565,458,1132,454,164,418,667,10419,6904,2245,2315,1233,77.0,3204,5348,1635,652,694,2704,2280,5075,3095,2431,7611,2217,5182
2020-01-03 02:00:00,1585,307,802,300,89,298,549,7478,5022,1562,1646,749,69.0,2430,3859,1040,509,457,1810,1710,3290,2430,1767,5344,1705,3631
2020-01-03 03:00:00,1828,463,875,296,136,361,513,8605,5400,1685,1565,736,96.0,2771,4633,1252,476,484,1707,1973,2884,2795,1916,6142,1376,3988
2020-01-03 04:00:00,3544,490,1580,464,251,744,736,14603,7706,2705,2666,1160,153.0,5124,9179,1833,639,898,2560,3518,4994,5240,3118,10276,1937,6904
2020-01-03 05:00:00,8821,1585,4273,1161,794,1896,1842,38838,15844,6764,5732,3059,392.0,12775,23219,5251,1255,2396,5904,10544,10016,13062,8261,29185,4827,16745
2020-01-03 06:00:00,21056,4438,11650,2623,2367,5035,4654,87154,35542,17893,14701,7458,1011.0,27560,49463,14211,3178,4824,15391,26151,18251,31183,18862,68507,13403,44023
2020-01-03 07:00:00,28848,9723,19741,4182,4817,7055,9158,132074,61828,29476,27672,12222,1490.0,36387,66385,24974,5703,6560,29273,37563,35050,44328,27599,99275,28182,69010
2020-01-03 08:00:00,30465,10985,20959,5220,6085,7216,11242,140725,74959,30309,44125,13875,1713.0,39022,71028,27784,7196,7870,35200,37358,49480,48184,30762,112705,45282,72851
2020-01-03 09:00:00,39095,11436,22509,7307,6485,8927,12312,165343,98027,32757,64885,18343,2006.0,48232,87178,31719,8958,10439,41991,43688,51643,55856,39687,144601,60708,84451
2020-01-03 10:00:00,44423,12992,25014,9416,7193,10831,14681,188326,121215,37759,81436,23388,2625.0,56117,103427,35433,10294,11894,50384,50338,58289,65706,49134,174147,75784,98538
2020-01-03 11:00:00,47527,14304,27835,10319,7756,11318,15817,209734,134637,44981,88576,26448,3073.0,60169,109684,38428,10890,13130,52629,56171,67961,72334,53200,191471,83725,107454
2020-01-03 12:00:00,45734,14335,29318,8492,7144,11007,15083,222327,128024,47628,80847,23929,2874.0,59943,111352,38028,10599,13213,49615,55830,75420,72020,49847,190014,79792,106750
2020-01-03 13:00:00,54088,17877,32659,11287,8647,13245,17339,242978,141936,49769,86421,28410,3523.0,66775,125933,43516,11534,14917,55971,63741,78963,84856,59424,217241,82896,126331
2020-01-03 14:00:00,54977,19253,33057,11753,8673,13480,17498,243861,152957,51233,91402,31597,3590.0,68969,130524,46223,11662,15714,58434,64151,78504,85527,62183,226000,87016,129922
2020-01-03 15:00:00,57355,19712,34042,11823,9050,13530,18018,248482,158091,52493,94455,31857,3279.0,68763,132481,48508,12067,15732,58380,64312,79833,86901,62493,226897,85951,132323
2020-01-03 16:00:00,59904,20501,36655,12066,9000,13907,18364,264071,158276,55789,85532,32359,3220.0,74149,138533,49020,12392,15702,60512,69233,83257,91711,64439,230235,77271,137028
2020-01-03 17:00:00,56139,19199,36612,11129,7595,12509,16479,252899,143454,51342,67324,28634,2684.0,69034,130304,45722,9532,14848,57273,64236,85866,84389,59781,202662,60204,126161
2020-01-03 18:00:00,44126,15232,30090,9418,5322,9921,11742,192808,114724,41485,53189,23144,2092.0,57530,103609,37863,7819,11232,46822,50211,70071,66024,47645,155862,44350,97338
2020-01-03 19:00:00,31438,9498,20498,6448,3611,6841,8231,139983,79707,31822,37180,15442,1430.0,39152,72700,26197,6106,8447,31606,35281,53472,45187,33372,105918,32147,68053
2020-01-03 20:00:00,22589,7274,13264,4028,2283,4624,5867,104419,56264,22242,26509,10188,932.0,32330,57065,18754,5230,6091,22241,26355,35732,32809,21728,77181,22456,48088
2020-01-03 21:00:00,17818,5118,12693,3414,1686,3712,4606,86357,45366,19185,20601,8817,654.0,26162,44514,14917,3902,4851,19029,21301,29561,28636,18800,64901,16791,39641
2020-01-03 22:00:00,16582,3813,13132,4278,1598,3378,4130,79976,41192,16919,16634,8251,614.0,22261,39487,12548,2640,4565,18176,18315,27765,24717,17589,64109,13630,35469
2020-01-03 23:00:00,11618,2255,6879,2511,1272,2450,3206,51941,29933,12348,10687,6303,398.0,16668,27490,8183,2161,2947,10753,13903,20171,17037,12596,39426,8475,23643
2020-01-04 00:00:00,9195,1504,5477,2079,859,1877,2209,47621,26023,9422,7540,4927,255.0,14254,23854,5751,1743,2267,11198,10525,18016,16111,9637,32625,6046,20097
2020-01-04 01:00:00,4876,732,2635,953,379,1008,1271,21123,11790,5022,3781,2390,190.0,6420,11706,2812,1123,1231,4578,5053,8884,7205,4754,13676,3202,10358
2020-01-04 02:00:00,3392,516,1810,579,253,757,927,14989,8138,3769,2525,1507,158.0,4268,7985,2075,803,968,3135,3775,5771,5107,3033,9144,2264,7391
2020-01-04 03:00:00,2726,386,1302,419,158,522,661,12551,6754,2613,2099,1123,152.0,3443,6113,1492,709,544,2706,2709,4870,3417,2469,7687,2065,5977
2020-01-04 04:00:00,3108,550,1232,482,223,586,779,13182,7690,3089,3046,1193,118.0,4040,7008,1705,796,808,2572,3331,6152,4018,2856,8308,2157,6278
2020-01-04 05:00:00,4879,952,2291,772,460,972,1280,22382,11368,4011,4766,2083,184.0,6747,11295,2893,1280,1334,4070,5362,7968,6840,5136,16477,3526,9238
2020-01-04 06:00:00,8234,1980,4537,1355,1025,1987,2327,35032,18579,7171,9481,3791,375.0,12296,19108,6280,2054,2134,7870,9623,10928,12135,9054,31720,7233,17731
2020-01-04 07:00:00,13679,4965,8305,2496,2231,3155,4680,55496,34171,10407,19410,5550,740.0,19461,31664,12722,3897,3537,13561,14244,17219,22068,16028,53675,15633,31803
2020-01-04 08:00:00,22676,7224,13186,3588,3791,5208,7737,93824,54790,18359,39269,9470,1158.0,31385,51512,19406,6476,6092,24769,25398,27837,34427,25013,84567,28965,51276
2020-01-04 09:00:00,33939,9808,19613,6034,5137,7765,10083,136709,84620,26116,60647,15982,1675.0,45584,78901,26974,8079,9047,35611,37287,41702,50228,37838,128151,45784,73687
2020-01-04 10:00:00,41926,13036,23712,8433,6279,9619,12444,174173,116495,34354,78177,22567,2130.0,56405,99770,33808,9478,11824,47644,47895,56185,63360,51130,166524,64038,95880
2020-01-04 11:00:00,46730,15770,28139,9555,6846,10797,14231,200434,132642,40906,82159,26213,2361.0,62455,111521,38618,9708,13481,50054,56449,66723,71085,55423,186145,70992,105938
2020-01-04 12:00:00,45026,15359,27326,8212,6149,10003,13438,207504,123508,41466,74387,23516,2081.0,61818,113010,37801,8967,13366,44302,53711,68498,67917,50261,182113,65930,103274
2020-01-04 13:00:00,50382,16664,29644,10188,6762,11062,14356,225134,136600,46521,78785,26659,2389.0,66057,122641,39149,10060,14488,49106,60356,74212,77926,57559,206156,67294,111976
2020-01-04 14:00:00,51489,15603,30399,11270,6753,11190,14364,231903,153134,49919,83020,31010,2254.0,67633,123744,40823,9902,15139,57187,62340,82691,78515,62465,212891,69810,117049
2020-01-04 15:00:00,49876,15548,30492,10996,6681,10504,13971,233994,156381,49948,84084,31109,2223.0,65367,124079,43301,10187,14785,57951,60727,85164,76037,60785,204044,67544,110800
2020-01-04 16:00:00,50571,13904,31389,10638,6421,11061,14387,232784,146589,48266,71453,30088,2389.0,64763,122694,40968,9412,13848,55578,58000,80853,72631,53667,193079,57449,107423
2020-01-04 17:00:00,44908,12371,26222,9339,5635,10122,12047,209966,128063,44354,54064,26666,2026.0,59108,112193,36302,8843,12189,47203,54336,76456,61442,46044,156434,44426,89686
2020-01-04 18:00:00,34706,9715,19362,7623,4085,7508,8867,163020,99430,35824,39990,20687,1732.0,46153,87045,27487,6815,9325,40209,43176,63495,46380,39327,108681,32327,70263
2020-01-04 19:00:00,25432,7137,14800,6091,2623,5642,6179,126355,70148,26589,30425,14238,1278.0,33825,64943,20990,5136,7470,29337,30078,48928,36183,29083,82402,23309,53669
2020-01-04 20:00:00,21390,6452,12350,3821,1900,4574,5231,104544,53326,20760,22849,10266,800.0,28725,53314,16804,4693,5948,21537,23443,35918,30250,20857,68785,18756,46730
2020-01-04 21:00:00,18496,5305,10708,3436,1724,4051,4676,91552,47152,18072,18784,9102,899.0,25102,46508,14654,3691,5123,20289,19819,30402,27437,19800,62666,15651,41117
2020-01-04 22:00:00,18090,3791,10355,3532,1906,3516,4477,89489,45655,19641,15867,9490,636.0,24231,43655,12386,2920,5067,20882,20499,29531,26102,19527,61672,12771,35996
2020-01-04 23:00:00,12931,2335,8187,2613,1529,2985,3543,63711,35283,14053,11288,7564,477.0,18522,32411,9325,3041,3490,14927,15101,23538,20515,14754,44031,8837,26598
2020-01-05 00:00:00,11060,2109,6686,2780,1420,2202,3429,61592,32765,12715,8412,6633,308.0,16046,30163,8241,3587,2922,15079,13893,22066,21307,12346,38282,7789,24918
2020-01-05 01:00:00,6339,1157,3855,1647,568,1436,1996,29072,15451,6511,4411,3319,271.0,8134,15803,4589,1982,1821,6963,6548,11533,11496,6643,17834,3776,13603
2020-01-05 02:00:00,4184,763,2866,927,446,868,1554,20017,10879,4525,3045,2203,212.0,5435,11043,3151,1386,1139,4334,4790,7634,9279,4352,12653,2835,9336
2020-01-05 03:00:00,3144,570,1952,749,359,588,1268,16687,8070,3531,2204,1780,189.0,3846,7539,2291,1190,914,3428,3571,5540,7060,3170,10061,2472,6935
2020-01-05 04:00:00,2791,711,1583,629,252,628,1021,15098,7582,3216,2424,1564,166.0,3672,7387,1900,850,822,2926,3003,6711,5309,2885,8578,1868,6261
2020-01-05 05:00:00,3395,626,1743,538,378,685,966,17433,8751,3556,2796,1473,158.0,4236,7438,1853,937,1101,3333,3920,7284,4780,3297,10531,2007,6947
2020-01-05 06:00:00,6200,1451,3164,906,799,1516,1731,25961,12947,4843,5664,2500,293.0,7586,12177,4731,1866,1674,5588,5919,8379,8285,5951,21051,4772,12937
