,Thurgau,Glarus,Zug,Jura,Obwalden,Appenzell-Ausserrhoden,Nidwalden,Zurich,Waadt,Basel-Stadt,Wallis,Neuchatel,Appenzell-Innerrhoden,Solothurn,Aargau,Schwyz,Uri,Schaffhausen,Ticino,Basel-Landschaft,Geneve,Luzern,Freiburg,Bern,Graubunden,Sankt-Gallen
2020-01-05 07:00:00,7806,5264,5825,1183,2630,1853,4939,36293,20922,5413,11001,3139,534.0,10210,17184,10839,4389,1823,9658,7214,11474,13710,9195,33708,12456,24331
2020-01-05 08:00:00,12592,6982,9124,1985,4278,3358,7703,57410,34407,8939,24437,5194,936.0,16886,28104,15912,6446,3337,15796,12537,17920,21622,14866,53903,25376,34515
2020-01-05 09:00:00,21532,8343,14767,3763,4991,6127,9293,98590,55989,15621,39171,9862,1489.0,27214,48781,23484,8287,5582,24375,22299,29836,34001,23788,85033,38757,51855
2020-01-05 10:00:00,28298,10864,19334,5348,6018,9280,12060,128659,77776,21715,53205,13878,2836.0,37498,64408,30945,9509,7350,32714,30817,40732,46502,34046,113086,52799,71837
2020-01-05 11:00:00,36712,13898,24117,8164,7020,13098,14057,164868,100365,26858,61353,19764,4232.0,47137,80662,39390,10541,10352,38707,39310,51480,57861,45001,145111,61896,93330
2020-01-05 12:00:00,41797,15128,26173,6970,6900,14041,13947,191044,98639,31500,55186,18822,4658.0,51087,92113,42757,10718,12211,34688,44978,55074,61663,41477,157635,61596,102181
2020-01-05 13:00:00,48200,16771,31067,7977,8016,16878,15935,222886,104370,35212,56740,20902,5256.0,61159,107878,49214,10901,14566,37119,52568,54424,75052,49355,187803,64815,116973
2020-01-05 14:00:00,52134,17169,32703,10183,8324,17318,16890,238125,122306,40230,62927,25929,5462.0,65689,113397,51696,12348,15747,45514,56207,63799,77314,58327,207678,68847,122323
2020-01-05 15:00:00,49558,17941,32370,10644,8551,15334,17256,226273,127737,39952,64895,27174,4609.0,62457,110114,49949,12717,15307,48753,54009,67781,77520,56345,195772,66713,117478
2020-01-05 16:00:00,47556,16491,30653,9901,7905,13400,15916,207572,119505,38202,55228,26471,3817.0,61774,106358,44892,11456,14450,45378,49607,64303,71165,52808,177573,53379,109511
2020-01-05 17:00:00,39547,14811,25776,8059,5536,9573,12693,176409,98884,33560,40270,21522,2378.0,50665,90879,36574,8207,10734,39101,43857,60314,56148,42244,136462,36089,88228
2020-01-05 18:00:00,28977,10977,18609,5812,3320,6262,7467,139356,74585,25682,30417,14501,1383.0,40390,69116,27518,6077,8245,33632,31636,54733,37529,36379,99400,28149,62457
2020-01-05 19:00:00,22995,8238,14770,4366,2413,5001,5866,105711,58218,21548,24042,11337,1010.0,34163,56816,20686,5229,6483,26288,25998,39993,31424,23982,73947,21943,50674
2020-01-05 20:00:00,18306,7186,11944,3592,1803,3822,4695,89492,47891,16628,18754,10673,805.0,25693,44935,17113,4516,5124,20159,20226,30640,26202,18803,58204,15727,38930
2020-01-05 21:00:00,12934,3935,9238,2138,1170,2683,3237,68858,34495,12625,11786,6772,533.0,18885,33611,12239,2945,3768,17093,15165,23937,17866,13020,40955,9821,25637
2020-01-05 22:00:00,8564,2158,5618,1469,682,1621,1954,47343,23011,9416,7039,3990,291.0,11925,21493,7518,1869,2687,14951,9882,17796,11678,8969,26694,5926,16859
2020-01-05 23:00:00,4295,976,3072,653,375,941,1196,23455,12232,4996,3434,1850,162.0,6151,11228,3952,1158,1345,10099,5443,11327,5804,4177,12536,2884,9164
2020-01-06 00:00:00,2657,578,1771,477,249,535,837,16945,9168,3589,2084,1220,50.0,4565,7733,2454,890,883,9268,3990,7321,4400,2804,9171,1924,6518
2020-01-06 01:00:00,1388,264,721,192,75,271,441,6455,3496,1512,990,479,45.0,1762,3103,1130,538,375,4146,1387,2736,1833,1335,3830,890,3137
2020-01-06 02:00:00,1041,202,595,138,62,208,442,5230,2936,972,835,417,52.0,1433,2779,853,442,347,2253,1113,2078,1675,1023,3168,697,2468
2020-01-06 03:00:00,1590,279,698,271,105,270,400,6789,3853,1268,1159,560,70.0,2070,3699,994,413,340,1888,1537,2282,2261,1476,4755,957,3236
2020-01-06 04:00:00,4811,691,1894,858,395,1077,954,16752,7916,2854,2628,1744,181.0,6018,11668,2188,653,1188,2008,4063,5117,6294,3851,12445,1817,9081
2020-01-06 05:00:00,18242,2956,8727,3019,1792,3232,3415,77424,28344,10945,8805,6785,597.0,24144,48605,8700,1374,4792,2954,18689,14355,24747,14223,53417,6335,29922
2020-01-06 06:00:00,54843,8610,30980,9918,5795,11970,11148,233071,100612,37149,29613,24579,2111.0,72321,134856,24406,3129,13014,5477,59486,44109,74274,49530,176916,22169,96981
2020-01-06 07:00:00,60355,11742,45531,11711,6664,13720,13535,323693,164484,65236,47436,36850,2360.0,83943,153751,30218,4608,16048,8691,80009,99216,85110,64618,215397,35773,118376
2020-01-06 08:00:00,38677,8988,37455,7163,5136,8726,9828,250093,131316,55738,38118,25329,1703.0,54741,106101,23908,5622,11519,13740,58137,101443,57884,43066,154118,33268,80331
2020-01-06 09:00:00,35099,8321,25013,7008,4799,8022,8863,187819,105942,39636,42758,20674,1583.0,45891,85538,24283,6097,9886,21929,44768,73673,51090,38508,134567,38235,76258
2020-01-06 10:00:00,35727,8723,22440,7684,5044,8217,9636,185206,108111,38075,47800,21432,1731.0,44922,84281,25471,6905,10207,30815,45317,68794,51612,39314,137932,44174,79223
2020-01-06 11:00:00,41316,9379,27397,9496,5284,9869,10647,224939,126046,46544,54220,26766,2145.0,53724,97542,27608,7073,12722,36576,52774,84430,62779,47767,159726,49382,94574
2020-01-06 12:00:00,42482,9413,29945,9685,5530,10322,10539,252994,131925,53381,50979,26824,2144.0,55759,104384,27308,7070,13450,31241,55153,94698,65225,47164,170326,47818,97723
2020-01-06 13:00:00,47039,10155,30379,11477,5910,12233,11784,245842,141486,52011,56761,31400,2674.0,59267,110272,31660,8018,14445,33479,59065,101911,70602,54226,180285,50291,108727
2020-01-06 14:00:00,42270,11096,28150,9057,5648,11441,11515,225710,127553,47677,53113,25546,2533.0,55296,103754,33053,8269,12568,41261,55929,82269,65570,46700,169197,49925,99640
2020-01-06 15:00:00,47585,11506,31662,10316,6462,12091,12870,256057,147843,51936,57477,29952,2581.0,63320,119447,35527,9512,14129,42880,63292,91064,73934,54766,193343,52338,108431
2020-01-06 16:00:00,65593,13747,43896,16040,8168,14976,16261,339133,186965,68464,66647,42344,2738.0,87098,165076,39761,8709,18512,41287,82070,110718,98766,71474,259354,52286,140125
2020-01-06 17:00:00,78032,15287,52084,14960,8471,17432,17424,396821,197961,77704,62169,45292,3127.0,97925,189984,41970,6872,20999,36933,92336,123317,109965,78158,273919,48522,151167
2020-01-06 18:00:00,52136,9504,38047,9131,5266,11578,10991,269251,143585,54479,41730,28793,1990.0,64235,129240,31658,4856,14744,29937,62783,103221,69899,51902,166212,31464,96932
2020-01-06 19:00:00,31421,6023,20593,5051,2977,7049,6008,169855,85232,32560,24538,16577,1382.0,37074,75439,21589,3234,8941,22097,37821,62675,40834,31392,103504,19237,60625
2020-01-06 20:00:00,20476,3650,12224,3310,1753,4345,3828,114054,53308,20981,16793,10090,728.0,25576,49151,14174,2586,5784,17065,24048,37264,27787,19532,66179,11955,39710
2020-01-06 21:00:00,15780,2766,9794,2285,1474,3585,2983,84189,39580,15879,12350,7358,612.0,19989,37808,11325,1646,4367,13038,18822,27177,22931,14109,51862,8950,30781
2020-01-06 22:00:00,11325,2005,6669,1644,987,2547,2259,58720,29894,11744,7928,5369,435.0,14483,27572,7502,1215,2853,9713,13673,21281,16795,10677,37935,6158,22088
2020-01-06 23:00:00,5280,767,3069,778,454,1123,1053,27550,13832,5234,3647,2355,211.0,7342,13693,3551,684,1411,5055,5956,11808,7500,4872,17407,2768,10257
2020-01-07 00:00:00,3160,475,1641,432,228,575,643,18346,9521,3387,2031,1495,67.0,4592,7981,2150,539,838,3841,3507,7767,4558,2846,10501,1475,6370
2020-01-07 01:00:00,1549,284,775,195,106,322,317,6868,3673,1486,1102,692,38.0,2005,3483,1270,331,311,1446,1423,2883,1794,1413,4444,741,2942
2020-01-07 02:00:00,1145,222,546,151,43,230,171,5545,3088,1085,805,555,35.0,1833,2945,1013,281,268,1019,1414,1945,1585,1155,3405,764,2728
2020-01-07 03:00:00,1640,362,710,277,100,335,335,6973,3808,1313,1246,667,74.0,2380,4102,1106,264,363,1389,1731,2236,2362,1508,4986,1098,3607
2020-01-07 04:00:00,4888,776,1767,877,379,1070,844,16548,7784,2711,2621,1810,164.0,6338,11866,2412,505,1213,2559,4085,4557,6400,3994,12539,1796,9425
2020-01-07 05:00:00,18133,3182,9154,3033,1693,3287,3544,78224,28739,11266,8758,6897,641.0,24085,49354,10905,1888,5040,10016,19019,13991,25032,14366,53845,6399,31110
2020-01-07 06:00:00,55996,9116,33137,10256,6090,12351,11977,243024,102615,39012,29584,25800,2137.0,75288,140250,34742,5754,13598,33205,62367,45649,78579,51540,183844,23275,104424
2020-01-07 07:00:00,65755,11272,50195,12618,7119,14935,14090,350154,176512,71855,50189,40663,2531.0,90293,165331,44504,6177,17765,59882,86281,103182,91571,68389,231219,37604,130269
2020-01-07 08:00:00,41762,7774,39549,7843,4903,9002,9432,267707,140087,62268,38733,27867,1518.0,59805,116647,31759,5547,13006,51687,62866,106487,61369,45628,163162,29851,84931
2020-01-07 09:00:00,37174,6836,26085,7408,4215,7830,8011,201350,113158,44636,41796,22718,1441.0,47407,92203,26620,5375,11213,45317,48884,79638,53357,40211,140904,30764,74840
2020-01-07 10:00:00,37977,6985,23098,7849,4431,8296,8332,196126,111387,40720,45492,23039,1552.0,47655,90387,26277,5848,11307,47070,47545,72181,53348,40618,140953,35120,76405
2020-01-07 11:00:00,43017,7564,28226,10058,4926,9154,9659,238539,131970,49316,53053,28621,1727.0,55069,105657,29844,6386,12681,52649,54351,88059,65021,49507,165604,39989,90732
2020-01-07 12:00:00,43444,7558,30388,10318,5052,8990,9645,260854,137603,55374,49354,29169,1539.0,58971,109794,29674,6534,13191,53513,56195,99078,67354,48931,175496,39467,92713
2020-01-07 13:00:00,49140,8728,30925,11718,5950,10887,11100,253833,149827,54476,55316,32983,1975.0,62634,116567,32783,6986,13939,62030,59779,107347,72854,56558,187794,42744,101122
2020-01-07 14:00:00,44216,8344,27005,8975,5143,9213,9758,222791,131510,47914,50565,27368,1706.0,57622,106883,30985,6308,12702,53200,54095,86553,65075,47849,170359,40008,89426
2020-01-07 15:00:00,50407,9208,31795,10714,5750,10773,11129,255580,152811,54146,55380,32509,1889.0,67149,124656,34715,7118,14249,58616,63695,93068,73959,57069,197146,42242,100722
2020-01-07 16:00:00,67361,11998,44501,16387,7689,14161,15193,342148,192608,69182,65886,44333,2432.0,92824,171061,45659,8556,18423,68593,83587,113656,99481,75428,265851,45418,136580
2020-01-07 17:00:00,81497,13913,53020,15370,8657,18037,17100,404373,204360,80413,63655,46802,3172.0,101916,197261,52989,8415,21684,68818,93635,126225,113822,81568,283298,47006,156668
2020-01-07 18:00:00,55230,9761,40690,10296,5822,12553,11969,289699,153211,59981,44831,31706,2284.0,71036,138448,38745,5949,15507,51625,67943,109426,76249,56395,179038,32645,105901
2020-01-07 19:00:00,34406,5849,23704,6077,3366,7507,6646,184017,93010,37012,26269,18028,1356.0,41576,83773,24444,3660,9591,31009,41028,68958,46357,33976,112301,19817,64548
2020-01-07 20:00:00,21885,3733,13710,3846,2101,4658,4085,122673,58643,23623,18122,11184,864.0,27833,53684,15302,2365,5827,19899,26178,41587,30005,21533,70502,12106,43227
2020-01-07 21:00:00,17407,2966,10902,2616,1546,4010,3176,95852,44303,18020,13406,8194,726.0,22600,42445,11644,1924,4831,14173,20604,31078,25553,16110,58531,9621,34122
2020-01-07 22:00:00,13297,2129,7907,2969,1077,2833,2467,69845,33718,14045,9029,6535,502.0,17981,32709,8768,1382,3475,11098,16088,25007,18991,12326,43836,9051,25129
2020-01-07 23:00:00,5978,1255,3673,1049,499,1488,1120,32418,16112,6422,4412,3026,274.0,8587,16171,4529,699,1630,5480,7004,13008,8411,5878,19509,3501,12761
2020-01-08 00:00:00,3349,650,1819,460,221,608,578,20116,9760,3712,2231,1541,64.0,5204,8889,2112,536,888,3678,3757,8088,4702,3076,13124,1578,6555
2020-01-08 01:00:00,1382,205,782,202,88,358,326,6837,4459,1597,1229,662,42.0,1942,3699,990,392,274,1547,1545,3096,1884,2010,4369,954,2925
2020-01-08 02:00:00,1238,178,604,184,64,269,225,5741,3116,1087,928,529,46.0,1826,3049,864,334,265,1141,1361,2222,1581,1043,3701,763,2461
2020-01-08 03:00:00,1655,349,767,274,93,309,262,6909,3936,1361,1201,692,80.0,2183,4168,998,271,322,1287,1837,2368,2349,1452,4547,991,3346
2020-01-08 04:00:00,4830,654,1713,869,379,1041,845,16746,8171,2652,2666,1867,195.0,6008,11863,2282,551,1064,2600,3980,4495,6396,4000,12528,1924,9228
2020-01-08 05:00:00,18142,3174,8915,3038,1679,3362,3511,77854,27898,10905,8693,6894,610.0,24746,49848,10560,1874,4833,9895,18724,13960,25143,14172,53029,6277,31275
2020-01-08 06:00:00,56172,9438,33423,10365,6000,12156,12035,243870,102183,39247,29815,25258,2160.0,76264,141905,34491,5677,13736,33660,62351,44992,78972,51181,184448,23302,104981
2020-01-08 07:00:00,66703,11914,50931,12857,7198,15025,14626,352254,175177,72718,49202,39571,2480.0,90835,170830,45912,6515,18103,62083,87873,101122,95155,70188,235206,38837,132616
2020-01-08 08:00:00,42991,8888,40191,7994,4993,9482,10058,273614,141294,63815,38924,27787,1648.0,65225,120018,33899,5870,13178,53311,66676,105425,63514,46032,168575,32392,89152
2020-01-08 09:00:00,38512,7872,27245,7915,4628,8407,9005,208736,113853,44783,43059,22994,1563.0,48721,95916,28853,5652,11470,46980,51272,80677,55611,41227,145921,34926,80054
2020-01-08 10:00:00,38959,8257,24694,8076,4824,8779,9296,201465,116563,41103,47717,23585,1759.0,50926,94276,28828,6385,11528,48242,49567,73869,55846,42640,148031,37645,80789
2020-01-08 11:00:00,45680,8518,29602,11658,5563,10471,10583,251504,142090,50308,58675,30526,2140.0,59188,111319,32069,6686,13253,56280,58532,93495,68206,52890,176269,43242,98924
2020-01-08 12:00:00,47060,8839,32053,11541,5751,10402,10698,277172,150182,56683,53373,31185,2066.0,62983,117756,33207,6625,14151,56626,61194,104602,71046,51490,186330,43070,101438
2020-01-08 13:00:00,51596,9826,33329,12540,6285,12177,11995,267263,154294,56003,59446,33936,2495.0,65691,122245,35957,7585,15367,62966,64832,106831,76932,58719,197026,46108,110403
2020-01-08 14:00:00,47324,9639,29655,10459,5641,11239,10939,244732,144240,48655,56311,29752,2521.0,61621,116342,34826,7174,13762,56722,59839,93826,69795,51123,182441,43819,100012
2020-01-08 15:00:00,52332,10383,33451,11205,6441,11816,12026,269928,155833,55066,60702,32418,2459.0,69489,130928,37171,7600,15114,59876,66963,95403,78043,57978,204508,46077,108122
2020-01-08 16:00:00,68806,13005,45071,16715,8273,15426,15954,353006,193800,69666,66549,44137,2967.0,93517,175054,47615,8739,19097,68783,85895,109342,104430,77158,271544,47343,142602
2020-01-08 17:00:00,82089,14843,55328,15864,8510,18075,17525,408744,202789,82039,64253,46151,3192.0,103590,199874,53578,8607,22156,68906,95423,123305,114823,81256,285393,47613,158621
2020-01-08 18:00:00,55800,10162,41925,10581,5576,12568,12107,298014,154861,63785,45105,31682,2310.0,72221,143653,40675,5783,16166,52460,69936,111071,79346,56735,184675,32199,106700
2020-01-08 19:00:00,35876,6036,23605,6026,3338,7907,6757,190793,95897,38598,27575,19031,1382.0,42935,86953,24583,3667,10241,33351,43013,70619,49015,36003,117021,21049,67732
2020-01-08 20:00:00,22294,4156,14004,3841,1924,4937,4225,127321,61497,24583,18478,11090,894.0,28761,56718,16176,2634,6028,21377,27503,42255,32304,22441,75701,13627,45525
2020-01-08 21:00:00,17646,3174,11907,2969,1558,4186,3552,102462,49145,20329,14672,8893,718.0,23385,45347,12506,1876,5013,15282,22456,32967,27568,17353,62053,10392,35913
2020-01-08 22:00:00,14417,2435,9287,2252,1241,3603,2917,78631,37698,15464,10703,7242,576.0,19426,36259,9559,1533,3792,11929,17987,26910,20528,14094,47293,7795,27158
2020-01-08 23:00:00,7136,1032,3991,1031,595,1642,1322,35085,17845,6961,4688,3290,241.0,9026,17170,4591,823,1666,5986,7870,14267,9587,6249,21736,3724,13100
2020-01-09 00:00:00,3502,546,1945,534,253,757,677,21684,10869,4121,2507,1749,93.0,5645,9675,2155,558,845,4051,4502,9030,5413,3425,12444,1792,7246
2020-01-09 01:00:00,1470,254,810,193,107,294,323,7473,3987,1683,1201,720,41.0,2075,3758,1000,386,301,1620,1622,3331,1986,1306,4398,1021,2882
2020-01-09 02:00:00,1148,198,613,199,71,225,235,5945,3312,1308,828,549,39.0,1854,3252,772,396,238,1215,1444,2305,1727,1190,3904,863,2562
2020-01-09 03:00:00,1699,361,787,301,84,308,334,7494,4101,1361,1255,712,64.0,2255,4468,957,288,354,1207,1861,2343,2396,1540,5207,1094,3358
2020-01-09 04:00:00,4869,743,1793,926,348,1091,798,16769,8264,2973,2737,1952,172.0,6210,12329,2395,547,1235,2549,4538,4829,6589,3932,12711,1838,9578
2020-01-09 05:00:00,18387,3271,8975,3129,1711,3262,3536,77916,28564,11401,8760,7208,624.0,25494,50145,10809,1901,5040,9830,19409,14296,25635,14551,54781,6356,31890
2020-01-09 06:00:00,57312,9684,34021,10472,6082,12396,12318,248296,105572,39759,30618,26105,2128.0,76339,144374,35755,5846,13747,34313,63216,46674,79643,52310,185633,23581,106307
2020-01-09 07:00:00,68453,12687,52913,13198,7241,15502,15082,364061,184153,74426,52266,41444,2599.0,94939,174099,47625,6855,18334,63916,90602,107907,97361,72498,242758,40070,137688
2020-01-09 08:00:00,45018,9909,41921,8710,5187,9716,10766,288193,149058,67056,41413,28419,1655.0,65824,126999,35462,6207,14247,55466,67997,115941,65623,47961,175146,33253,93634
2020-01-09 09:00:00,40847,8882,28131,8540,4748,8710,9367,216331,117388,47571,44368,23662,1713.0,52884,101605,29971,5794,11759,48021,53458,82364,56702,42267,150704,35586,84032
2020-01-09 10:00:00,40843,8397,25660,8233,4957,9178,9766,209521,119353,43644,48326,23755,1919.0,52125,98149,29740,6429,11737,47751,52465,76515,57412,43298,151068,38626,84745
2020-01-09 11:00:00,46665,9076,30323,11035,5592,10268,10836,257912,139544,53484,55401,29804,2141.0,60239,114021,32428,6526,14185,54383,60268,93400,68089,52854,178868,43692,100908
2020-01-09 12:00:00,48020,9141,32236,11244,5249,10406,10336,281385,142800,59660,51260,30105,2042.0,64236,119357,33045,6785,14203,54872,61518,102618,70730,51334,185486,42443,101210
2020-01-09 13:00:00,54347,10122,33620,12683,5885,12946,11793,278559,153651,59280,57993,34543,2766.0,67594,127329,37558,7440,15684,64142,66925,111093,77554,58598,198415,46494,114535
2020-01-09 14:00:00,49125,9964,29848,9981,5389,11700,11020,245281,137235,52284,53065,29344,2628.0,63918,119251,35241,7098,14060,53443,62345,90575,69644,50663,181842,43567,102377
2020-01-09 15:00:00,54847,11480,34173,11701,6382,12087,12354,277503,159504,58533,58752,33833,2518.0,73373,134775,39252,7638,15475,59308,70644,97671,77624,58660,210034,45806,111588
2020-01-09 16:00:00,71230,13830,46791,17158,8167,15614,16253,360387,199609,73961,68784,45773,2891.0,99399,180869,49140,9229,20099,69422,90168,118406,104015,77251,276295,48281,144994
2020-01-09 17:00:00,83677,15448,56210,16642,8552,18202,17903,418850,210114,84837,64613,48366,3290.0,107081,201996,55687,9029,22654,70187,97632,132246,116678,83157,288274,48920,163662
2020-01-09 18:00:00,58950,11034,42948,11435,6082,12516,12788,305867,161549,67692,48127,33909,2191.0,76146,149924,41882,6599,16855,56640,72973,117672,82574,58981,192372,35799,113478
2020-01-09 19:00:00,37138,6925,24796,6826,3576,7858,7628,199170,100527,40643,29624,20799,1340.0,47103,92330,26653,4114,10541,37232,44290,78702,52231,37960,125526,22893,72288
2020-01-09 20:00:00,24277,4664,15689,4537,2121,5112,4778,137997,62992,26328,19486,13049,839.0,32554,60860,17697,3136,6671,24764,29103,49313,35357,23903,82906,15045,48174
2020-01-09 21:00:00,19368,3412,12603,3310,1801,4395,4036,110209,55161,22407,15624,9827,644.0,26246,48960,13180,2259,5415,18142,24129,37725,29875,19160,69093,12261,39686
2020-01-09 22:00:00,16007,2809,10167,2697,1594,3486,3370,86313,44227,17914,11252,8221,636.0,21536,39645,10532,1735,4260,13591,21150,32473,23764,16339,52961,9692,31018
2020-01-09 23:00:00,8209,1191,5286,1346,784,1916,1799,42003,22021,9122,5458,3963,338.0,11515,20233,5777,915,2103,7407,10470,18406,11809,7881,26998,4377,15515
2020-01-10 00:00:00,4280,601,2624,720,352,846,796,27137,14310,5111,2950,2210,125.0,6577,11225,2755,618,1055,4954,5485,12682,6581,4245,15595,2393,9083
2020-01-10 01:00:00,1714,334,859,278,92,329,304,8848,5210,2176,1290,868,63.0,2373,4369,1136,362,405,2035,1885,4746,2195,1655,5353,1012,3598
2020-01-10 02:00:00,1325,236,635,245,61,251,217,6946,4182,1299,1035,741,50.0,1981,3489,869,467,281,1420,1606,3150,1921,1327,4340,975,2849
2020-01-10 03:00:00,1743,314,853,327,105,339,290,8596,4995,1604,1306,739,81.0,2644,4810,1050,305,368,1494,2000,2961,2668,1757,5830,1179,3649
