"Date","Total","WorkSchool","Leisure","Shopping","Other"
"2020-01-01",34.0560874256025,2.57624269122274,25.8902418393942,5.17756662276472,0.412036272220812
"2020-01-02",43.8909272338134,2.99775311923356,31.3043019936442,9.35598155631773,0.232890564617926
"2020-01-03",43.531127626385,12.8328079565294,18.7366937235148,11.6250736611149,0.336552285225882
"2020-01-04",38.6027839783367,2.93402197172793,25.5995047377119,9.61546439419043,0.45379287470642
"2020-01-05",34.3908608416434,1.88836990713419,29.3129369619133,2.77514015242819,0.414413820167738
"2020-01-06",38.6478514906159,17.6729041605108,13.59723948642,6.68310393364315,0.694603910041911
"2020-01-07",36.8527596795923,17.7974942222415,11.1570059637511,7.18240259684553,0.715856896754164
"2020-01-08",35.2147901539453,15.4734250851417,11.7529155222049,7.38352021058842,0.604929336010283
"2020-01-09",40.4526246002309,17.4895166757195,14.294275564983,8.11138327109334,0.557449088435104
"2020-01-10",44.1472242907928,17.5060242992405,16.2898187818797,9.71813989185249,0.633241317820021
"2020-01-11",40.4821497215316,2.93743592855544,26.3066467335167,10.7734864082218,0.46458065123761
"2020-01-12",38.6927154399635,2.45967337950723,32.8438680867931,3.16372866056982,0.22544531309335
"2020-01-13",41.5468651883933,18.5076235272241,14.3184049416361,8.16633126831879,0.554505451214273
"2020-01-14",42.432668958773,18.9685178872421,14.1390308343713,8.74311297541903,0.582007261740612
"2020-01-15",42.6836202334216,19.1042812277819,13.8182481562395,9.1373514459615,0.62373940343877
"2020-01-16",44.6344273603544,19.4921077026264,16.1359888535498,8.23763999758077,0.768690806597481
"2020-01-17",47.4488796347127,17.7768786221287,18.3600771857183,10.8012322535559,0.510691573309822
"2020-01-18",42.5375139865621,2.99176288458127,27.6791733673599,11.529015889834,0.337561844786924
"2020-01-19",36.9775576952561,2.15542045323385,31.7678517897052,2.60662341069255,0.447662041624529
"2020-01-20",41.7948145602949,18.8708680528128,14.3947710013959,7.87447903092516,0.654696475161022
"2020-01-21",42.5593244270332,19.3343629887035,13.9951946569247,8.83568289264217,0.394083888762889
"2020-01-22",42.2431299417586,18.8556694293364,14.6185768609209,8.00744163819812,0.761442013303258
"2020-01-23",43.5370181364916,18.6868205496469,15.7251355350973,8.47213820119627,0.652923850551113
"2020-01-24",49.5880524592954,18.5765996186415,19.6674660179738,10.9022013598408,0.441785462839384
"2020-01-25",45.9398559235729,3.13289562844038,30.7166378247739,11.8146404891824,0.275681981176235
"2020-01-26",40.4019960889142,2.56902823488478,34.8075033926644,2.54541330651981,0.480051154845257
"2020-01-27",40.9843160407228,18.8885749644051,13.5859214054065,7.85162204250303,0.658197628408163
"2020-01-28",42.4346542045341,19.9681020800918,13.5231486205091,8.22395953120229,0.719443972730868
"2020-01-29",42.0698346432066,18.4394083193787,13.8939012813133,9.20061624043204,0.535908802082551
"2020-01-30",45.9284185577833,20.2838372183968,16.4385063764556,8.71114544746278,0.494929515468099
"2020-01-31",48.5990237749248,18.3190518435843,19.3372455159344,10.2996948338919,0.643031581514204
"2020-02-01",43.8878374199827,2.95195083734635,28.753721022529,11.9125336937404,0.26963186636698
"2020-02-02",38.4717692361716,2.08600656500147,32.7329523155845,3.29266634931232,0.360144006273319
"2020-02-03",41.0872684935786,19.5194629343784,12.9226561458295,8.00957047419014,0.635578939180538
"2020-02-04",41.1068032363827,19.1944057599909,13.0160860303889,8.2971628718809,0.599148574121994
"2020-02-05",44.0863090909229,20.2349106760906,14.9367075689945,8.43518943785968,0.47950140797815
"2020-02-06",47.0322000746248,20.8361383016655,17.1745746694921,8.56303985671116,0.458447246756054
"2020-02-07",52.5853563350851,19.0434380996391,20.9722848003261,12.0587004703325,0.510932964787348
"2020-02-08",50.5168654474696,3.34365239646986,34.6434791839251,12.069140938839,0.460592928235618
"2020-02-09",43.4287433401289,2.68943946874114,36.7318226401132,3.50222404144067,0.505257189833858
"2020-02-10",38.5321955372026,17.7970140701005,13.168278031237,7.13293888743918,0.433964548425919
"2020-02-11",40.8259609113997,18.9621717140183,13.1570257063663,8.04737377093814,0.659389720077016
"2020-02-12",42.6120887769846,18.9215319270987,15.0132866999411,7.69817015166044,0.979099998284333
"2020-02-13",44.3694366013565,20.1468316171862,14.4848747204944,8.92198241046775,0.815747853208224
"2020-02-14",49.3116114245244,18.3362100122012,20.4151409204592,9.95241268194241,0.607847809921577
"2020-02-15",47.8433750238726,3.14126022514656,32.3196949789085,12.1045356889267,0.277884130890868
"2020-02-16",36.7341236621766,2.43866631747987,31.8498855503133,2.14892586048573,0.296645933897676
"2020-02-17",39.3135988661989,18.4603217940914,12.9246544511714,7.11398084700478,0.814641773931263
"2020-02-18",41.7698082859711,18.7752442726129,14.2645532942715,8.17092079966991,0.559089919416785
"2020-02-19",41.2294529579,18.2013164539992,14.6353776976659,7.64223248282191,0.750526323413028
"2020-02-20",43.770282357283,18.9196517222909,15.9390231664215,8.40175906549493,0.509848403075697
"2020-02-21",46.6128654675147,17.4746270508378,18.387315570308,10.3788815771055,0.372041269263355
"2020-02-22",44.6729377685529,2.64606558869901,30.3214729847513,11.3903488123437,0.315050382758837
"2020-02-23",37.8523719466677,2.36740999596978,31.8786110990072,3.30613262962475,0.300218222065937
"2020-02-24",41.930296858026,17.8595415783417,14.8024259181804,8.73852682840342,0.529802533100526
"2020-02-25",39.5193470540063,17.8697694520425,13.3420766689018,7.9151364560056,0.392364477056413
