"Date","Total","Car_Motorcycle","PublicTransport","Foot","Other"
"2020-05-01",23.5076211941402,18.2494104489635,2.76841161183246,1.8819958323181,0.607803300915271
"2020-05-02",20.199032810974,15.3244315090288,2.36878052207921,1.8385543073939,0.667266472504521
"2020-05-03",21.4739635690853,15.8634675524248,2.49934067979356,2.42425258794606,0.686902748984825
"2020-05-04",25.0770209077564,19.218724887133,2.9216339405898,2.11297439030592,0.823687689924329
"2020-05-05",22.8458894429179,17.8667820807202,2.74408606949662,1.64128293300667,0.593738359714142
"2020-05-06",25.3384133871309,18.8125945965915,3.59036315849134,2.07647520363226,0.858980428238393
"2020-05-07",28.7833555100686,21.8913153728371,3.49540395486556,2.36902028686965,1.02761589510532
"2020-05-08",28.5900755930299,21.8151724552455,3.56085421413926,2.35806287089422,0.855986052956792
"2020-05-09",26.4850262064504,20.2227014972359,2.76536068945901,2.57602695987543,0.920937059933558
"2020-05-10",26.4248004422891,20.1216452935829,3.30122249009992,2.22842940012048,0.77350325835826
"2020-05-11",24.5940984615221,18.4570120022318,3.51081024212191,1.83622002165908,0.790056195582941
"2020-05-12",27.2904437483012,20.3955177240427,3.87729963065223,2.23032155187334,0.78730484195756
"2020-05-13",27.6336476337884,21.3521973422433,3.76364773510028,1.8495101553574,0.66829240092575
"2020-05-14",28.4405271804793,21.1305515303434,4.44714558603847,1.96770246324236,0.895127600876473
"2020-05-15",29.3300424212385,22.3949937514075,3.95911898777252,2.10300870378524,0.872920978181724
"2020-05-16",27.8630318167761,21.4103914400619,3.13532199757787,2.46235602848584,0.854962350467319
"2020-05-17",29.2918373307462,22.0070756995712,3.48854081471216,2.79332183047167,1.00289898593617
"2020-05-18",30.7042027451938,23.1813059169932,4.47195133893192,2.27175241303672,0.779193076464347
"2020-05-19",33.2535691773332,25.2518100717671,4.83249461461618,2.33436701112446,0.83489747963106
"2020-05-20",34.8441049399366,26.3066897317692,5.25085498622781,2.45428800193747,0.832272220204279
"2020-05-21",36.9239983233453,28.2604793475248,4.57862374555973,2.99816973036719,1.08672549979303
"2020-05-22",37.2765383104472,27.8045444484322,5.73523805101949,2.63710331453417,1.09965249681268
"2020-05-23",26.484279895608,20.6207916127665,3.32192613874694,1.93950327819987,0.602058865675699
"2020-05-24",33.3221144912801,25.330645288267,4.46945029881195,2.63246743554233,0.88955146851727
"2020-05-25",31.1694596527659,23.6428336132084,4.47621283609067,2.17934345901917,0.871069744431298
"2020-05-26",31.8186407434813,23.6391263737952,5.03263097806893,2.29019200967125,0.856691381993705
"2020-05-27",32.8469442049643,24.0105225937399,5.64148425100392,2.36361207621182,0.83132528471139
"2020-05-28",33.1052768239094,24.7921061000018,5.03692879360974,2.3154002003516,0.960841730057282
"2020-05-29",35.9380670815317,27.2798230334011,5.28357168456977,2.50111994838343,0.873552415289821
"2020-05-30",36.2021658979653,27.4806688369691,4.9438003071659,2.81193216585807,0.965764588299018
"2020-05-31",36.3205523651064,27.6577011172015,4.75157915220363,3.0163663954188,0.894905700085663
"2020-06-01",38.3087937614804,29.5955135826128,5.06831844885742,2.76667186465105,0.878289865359152
"2020-06-02",33.7004516978376,25.1499264490143,5.29973415727075,2.30742277450672,0.943368317045841
"2020-06-03",34.6463149114318,25.9424892793007,5.55386361894754,2.33472956032416,0.815232452859407
"2020-06-04",31.7767722088127,23.3627254128638,5.60523502630641,1.92875278628439,0.880058983358094
"2020-06-05",34.7656440433795,26.282371980289,5.50269234751625,2.13250382534269,0.848075890231523
"2020-06-06",32.4682187039215,24.9111976525605,4.52707048228899,2.21940868848021,0.810541880591766
"2020-06-07",25.5958763230864,19.1618733751021,4.03876911985939,1.68589255199672,0.709341276128233
"2020-06-08",32.2809102373331,23.7373764596234,5.31061364717369,2.28911875451301,0.943801376023052
"2020-06-09",33.1875366179513,24.0811273976374,5.98485362241632,2.25190687838334,0.869648719514239
"2020-06-10",35.7474112677947,26.2216628036823,6.46365283102243,2.24092316869726,0.821172464392747
"2020-06-11",36.7329083533083,27.1263212916171,6.40466725805049,2.29536469085495,0.90655511278577
"2020-06-12",42.1320406941747,30.987313488003,7.35854761510263,2.67282465348354,1.11335493758551
"2020-06-13",34.3254979474707,26.104220843063,5.08893868205625,2.31304349730561,0.819294925045824
"2020-06-14",31.0720665792238,24.2168244544211,4.26628947030149,1.94324384171212,0.645708812789107
"2020-06-15",35.1973203091743,26.2524710574006,5.70982497265998,2.31586206383002,0.919162215283657
"2020-06-16",34.6872375207941,26.05490016208,5.45842654075128,2.38474627925205,0.789164538710795
"2020-06-17",36.0326624084609,25.9731295666247,6.87839585318929,2.16778671089408,1.01335027775288
"2020-06-18",40.3414066057024,29.9925554209241,6.92135541965732,2.39679853211728,1.03069723300373
"2020-06-19",45.0468465528983,33.7747830918777,7.84088804313242,2.43130035655259,0.999875061335568
"2020-06-20",41.54744216981,32.2023352657099,5.52368579060731,2.65370290934271,1.16771820415008
"2020-06-21",43.4011110153081,34.0176317834397,5.56040984150717,2.63996110554803,1.18310828481322
"2020-06-22",38.1815144739494,28.7126496503359,6.0327931502844,2.41973572089016,1.01633595243894
"2020-06-23",40.8589150420918,29.511505027874,7.65124222630721,2.64823089462535,1.04793689328521
"2020-06-24",42.1801266444798,31.319513154437,6.82225622981048,2.75208123843425,1.28627602179803
"2020-06-25",43.5545931335609,32.1480220641272,7.67696774275719,2.61278106729787,1.11682225937865
"2020-06-26",45.9018921932637,34.1897881537243,7.96361354954923,2.61918761041612,1.129302879574
"2020-06-27",42.5630317591506,32.934851395417,6.01975296581227,2.55874002929574,1.04968736862558
"2020-06-28",39.0557779197769,30.0776809170252,5.79386299130104,2.12820284063236,1.05603117081836
"2020-06-29",36.7870115905435,27.783740947004,5.91700264368073,2.16574592574605,0.920522074112717
"2020-06-30",40.9005354852149,29.5069026030843,7.69352014338763,2.5496612360575,1.15045150268546
"2020-07-01",38.5528726945437,28.606682566982,6.54210674048787,2.3943187064254,1.00976468064847
"2020-07-02",43.9469783904614,32.498036162116,8.00812216510261,2.33270213295738,1.10811793028539
"2020-07-03",41.8213541602712,31.3966401195486,6.66223484687884,2.56010613577816,1.20237305806558
"2020-07-04",45.5639288148279,33.6164618883651,7.65954030858201,2.73404060261615,1.55388601526467
"2020-07-05",43.8761570818353,34.2444894324034,5.61971730572202,2.73976832406919,1.2721820196407
"2020-07-06",37.1528836095878,27.4867469044583,6.26780445224431,2.29503057400893,1.10330167887625
"2020-07-07",41.9022400577263,30.8994278839862,7.14121387063151,2.63525584041247,1.22634246269611
"2020-07-08",42.5812850090432,31.8381762341089,7.0422405364584,2.56885618279808,1.13201205567777
"2020-07-09",44.6702370164127,33.2490261837242,7.84725711004435,2.54498233760803,1.02897138503616
"2020-07-10",46.252092467503,34.1714457612119,8.4630523556702,2.49510244029579,1.12249191032507
"2020-07-11",45.0868199305993,35.4839595605226,6.06084189956399,2.52032026930553,1.02169820120719
"2020-07-12",46.829473198337,36.6948373017947,6.15355031009441,2.771595189145,1.20949039730292
"2020-07-13",42.4438987107983,31.4846224733072,7.18514650930492,2.54874505218299,1.22538467600314
"2020-07-14",41.6884698592105,30.4671326408502,7.30078129445226,2.68563867373781,1.23491725017021
"2020-07-15",41.0490789297076,30.7770305589308,6.85247804126202,2.33233092746589,1.0872394020489
"2020-07-16",40.6036238119592,30.3882432999784,6.73922543598767,2.31411856565351,1.16203651033963
"2020-07-17",48.0658104500553,36.2600364562372,7.96595200902286,2.57863967382842,1.26118231096681
"2020-07-18",51.1389129010104,41.0960059914672,6.05803797782881,2.84062549937919,1.14424343233523
"2020-07-19",50.761663027096,39.0406471956097,7.56327777187825,2.727743869483,1.4299941901251
"2020-07-20",43.965888684197,33.275011867551,6.77632070143587,2.73558436773942,1.17897174747073
"2020-07-21",41.3881685300426,30.5229597472278,7.10660685533805,2.60505470901159,1.15354721846515
"2020-07-22",41.7769418994141,31.3207703808173,6.7663099523667,2.53146419124799,1.15839737498214
"2020-07-23",45.7916910701077,34.4688723262665,7.3866343439701,2.75624298660862,1.17994141326251
"2020-07-24",46.2788939791396,35.0907393694983,7.6770083948469,2.41779085050964,1.09335536428475
"2020-07-25",52.5858963411864,41.3237308633966,7.02643362630638,2.98209136119648,1.25364049028692
"2020-07-26",44.090010060465,34.9490357136806,5.31559774092425,2.49858666497568,1.32678994088449
"2020-07-27",44.4502448951883,33.4520854719859,7.03426252646388,2.74555451701307,1.21834237972547
"2020-07-28",43.0338113391418,31.8375165536058,7.42678650280649,2.50861701698218,1.2608912657473
"2020-07-29",46.7186067066442,34.9631932339899,7.81913786414815,2.73670498500033,1.19957062350584
"2020-07-30",48.4590409234953,36.8271183408518,7.73901776421916,2.65007123049989,1.24283358792445
"2020-07-31",52.1467678942849,40.0027570645962,8.17610137145703,2.80434081106605,1.16356864716567
"2020-08-01",46.2646887881912,36.4097973950208,6.10085571522352,2.52484628152609,1.22918939642079
"2020-08-02",41.9030487320419,32.3343814253296,6.31547480874662,2.01426750691177,1.23892499105396
"2020-08-03",39.2982877178417,30.1711937178725,6.06624566579378,2.04087468740513,1.01997364677029
"2020-08-04",38.3729232718832,29.4912433601456,5.53876044356159,2.22243585318026,1.12048361499575
"2020-08-05",45.5615202192913,33.6605921445321,7.85484266655588,2.85312275257151,1.19296265563186
"2020-08-06",46.3990016582482,35.1138716582752,7.26306509072884,2.69642316785472,1.3256417413895
"2020-08-07",48.8034112956227,37.1845012355775,7.55519115563105,2.7797468685506,1.28397203586358
"2020-08-08",51.1485770521192,39.5701087494801,7.32855437073831,2.75616724145409,1.4937466904467
"2020-08-09",47.4029667476464,37.3403629154717,6.27640180444527,2.51232165484073,1.27388037288868
"2020-08-10",41.2868670330224,31.0301369842958,6.71475184367931,2.49351239385298,1.0484664068202
"2020-08-11",42.0191054387797,31.3790558072734,6.86695602854849,2.55209090742738,1.22100269553039
"2020-08-12",43.3078324872714,32.5561389847093,7.04563965826559,2.58970160178091,1.11635224251561
"2020-08-13",42.2156754939078,31.2804638529627,7.5629323102729,2.42049523753049,0.951784093141677
"2020-08-14",48.6201124897927,37.3830097274015,7.57409260600499,2.51449958990088,1.14851056648538
"2020-08-15",48.185642321426,37.4820268212197,6.54573516978353,2.91422940914223,1.24365092128056
"2020-08-16",44.7970183835414,35.1400992192281,6.06339095697994,2.42600254254684,1.16752566478647
"2020-08-17",39.604976174952,29.1690535916492,7.10167663069654,2.33207332134435,1.00217263126189
"2020-08-18",39.7572249716487,28.9685371564656,7.42441411325915,2.34938593201814,1.01488776990582
"2020-08-19",45.2205364416394,31.8387201444643,9.34170040876995,2.65991329699363,1.38020259141155
"2020-08-20",45.9090991377711,32.9849157580683,8.83978330302717,2.7236158846001,1.36078419207556
"2020-08-21",48.0045552939751,34.9332385733784,9.02702126555229,2.76548175375621,1.27881370128824
"2020-08-22",42.2379706248966,32.7364062071232,6.05930475173113,2.461105779843,0.981153886199237
"2020-08-23",43.6807571155695,32.2558564723884,7.7046289622533,2.50283512761104,1.21743655331676
"2020-08-24",42.1178285895597,30.5251158037582,7.97365525086874,2.55082000796578,1.06823752696697
"2020-08-25",42.8467583139038,31.1554633998281,7.83537659081031,2.69981802465554,1.15610029860987
"2020-08-26",44.4353811750794,31.6967822896911,8.75478391643348,2.73964214793633,1.24417282101848
"2020-08-27",43.9717825736082,31.6943046341701,8.35899784052186,2.70598306625839,1.21249703265787
"2020-08-28",48.0855398631492,35.761903359923,8.77609587781357,2.47022448535825,1.07731614005434
"2020-08-29",41.5206837706977,33.3389687740565,5.18972239085269,2.1682479876232,0.823744804995544
"2020-08-30",35.1341936333229,27.1608228952429,5.64720751495565,1.55410445820701,0.77205843657007
"2020-08-31",40.5380598395218,29.6626858871689,7.4354517335772,2.40594448783088,1.03397765109177
"2020-09-01",42.3395206003242,30.9243257966226,7.62569162800714,2.54475365736021,1.24474922759523
"2020-09-02",43.2700495410204,31.2168988998363,8.30530872608245,2.67368866947475,1.07415311065118
"2020-09-03",43.4397957230738,31.6246769353801,7.94544053757303,2.66768736480976,1.20199094805968
"2020-09-04",51.2682325032952,38.3630278064058,8.78425738817668,2.92137056972157,1.19957699144487
"2020-09-05",50.2775218309106,38.3805858080938,7.52981016117452,3.02679211508908,1.34033374655324
"2020-09-06",41.3814537881059,32.4371583642239,5.72866113454775,2.24927497325702,0.966359316077261
"2020-09-07",42.3415461052217,31.0766166470399,7.56586694211241,2.5256360015882,1.17342651448117
"2020-09-08",41.1323859460136,29.6364367020643,7.76081376681063,2.6064047549983,1.12873072214035
"2020-09-09",46.6831149231891,33.6878174465954,8.88317641839224,2.67385458847416,1.4382664697273
"2020-09-10",46.1549855364212,34.113413132519,8.15001564767009,2.63790464055489,1.25365196080458
"2020-09-11",50.1188402008845,36.6282614507283,9.53063284719156,2.70334577049319,1.25660036722247
"2020-09-12",48.622319241272,37.4051121079151,7.07886492074711,2.89467674963728,1.24366469182005
"2020-09-13",51.7278797307241,40.043993622109,7.84303779482599,2.54028232828132,1.30056683492716
"2020-09-14",43.9211108662692,31.9904106754718,8.17133837231728,2.59721278013002,1.16214910042155
"2020-09-15",42.9635412933088,31.0322725843817,7.83228398339094,2.67723890071203,1.42174557314024
"2020-09-16",41.3361153852896,30.1153199350091,7.41772433062423,2.54201206414236,1.26105886175963
"2020-09-17",44.8349484761071,31.9572067603986,9.00264789830807,2.66669556221804,1.20839793611429
"2020-09-18",49.333795434738,35.2747631966661,9.98147942312637,2.88428866372372,1.19326413121808
"2020-09-19",48.8447105176039,37.6278701112872,7.4529280004595,2.71883891125302,1.04507319482041
"2020-09-20",43.1712739827303,33.8786445063342,5.81313322388834,2.41231210383632,1.06718420062002
"2020-09-21",43.5645557596273,31.4309042784873,8.40659433784674,2.72513811651557,1.00191834374468
"2020-09-22",41.8128734275302,30.6778873196936,7.78834345237205,2.46787867826047,0.878763865954179
"2020-09-23",42.3541080501663,29.8537766669502,8.86271264136543,2.43665367027617,1.20096510348893
"2020-09-24",42.5936128804717,31.6270042666118,7.48905977583523,2.44140160458303,1.03614723344163
"2020-09-25",44.47928436445,31.9467109833134,9.14637276702798,2.28404669567629,1.10215391843231
"2020-09-26",41.8866042801155,32.7234555414712,6.00180366025447,2.27446357004743,0.886881508342372
"2020-09-27",39.538808549895,30.0289132810275,6.66295742433885,2.02073343140921,0.826204413119463
"2020-09-28",40.6446743889508,29.5882640458664,7.61699978800093,2.56164400681298,0.877766548270471
"2020-09-29",41.4127252920065,30.0733045377099,8.0004668143759,2.50036198115865,0.838591786736391
"2020-09-30",44.1527506617441,31.8378976555846,8.41996491739649,2.66011887291519,1.23476921584782
"2020-10-01",45.820484703154,32.9566645203438,8.89990630630763,2.81921995598597,1.1446939205166
"2020-10-02",47.7787085638352,34.7083939992884,9.19050992474097,2.81392625034101,1.06587839512458
"2020-10-03",42.1458653428037,32.5548564689846,5.82734261314814,2.68976970401523,1.07389647039518
"2020-10-04",41.5662181183158,32.0020683164222,6.14539258069348,2.4466443728582,0.972112782511675
"2020-10-05",39.4315450342543,27.2774535126053,8.65399035564676,2.46567868157317,1.03442194366916
"2020-10-06",39.737562375288,27.7146377682894,8.63590923337013,2.49315407808152,0.893861203353147
"2020-10-07",43.268895665783,30.9551378279657,9.16322266384032,2.37827142433068,0.772264287085581
"2020-10-08",44.6634971646938,32.008101904188,8.9704514901125,2.57421741160831,1.11072577932557
"2020-10-09",49.5859900914981,35.564008962518,10.1076998710707,2.68070181185737,1.23357952800975
"2020-10-10",41.1377782331361,31.6275943947686,6.18653883630331,2.28790477074709,1.03574016737009
"2020-10-11",38.9219111619188,29.071410568053,6.79965391871421,2.22951050293385,0.821335944166137
"2020-10-12",39.6603615322007,29.100434778656,7.2986753204832,2.35809796185258,0.903154165839379
"2020-10-13",41.2382393314894,28.6588593064345,8.96094962844649,2.50406593799864,1.11436428899741
"2020-10-14",41.7241754022597,30.5988321197318,7.52143745650981,2.45201939759483,1.15188659911753
"2020-10-15",43.046906265924,31.6647226036472,8.10776051705268,2.31712906257417,0.957293878670099
"2020-10-16",44.8980860633404,32.3617586089467,9.34776651976448,2.30603713571028,0.88252444071846
"2020-10-17",40.5102315474558,31.445069974081,5.7583441583411,2.4263412054484,0.880476430735979
