date,canton_code,canton_names,bag_falle,bag_tode,bag_cum_falle,bag_cum_tode,bag_hosp,bag_cum_hosp,date_t0,t,NUTS3
2020-04-24,ZH,Zürich,27,1,3303,111,4,365,2020-02-26,59,CH040
2020-04-25,ZH,Zürich,15,1,3318,112,3,368,2020-02-26,60,CH040
2020-04-26,ZH,Zürich,9,0,3327,112,0,368,2020-02-26,61,CH040
2020-04-27,ZH,Zürich,21,4,3348,116,2,370,2020-02-26,62,CH040
2020-04-28,ZH,Zürich,23,0,3371,116,1,371,2020-02-26,63,CH040
2020-04-29,ZH,Zürich,6,2,3377,118,2,373,2020-02-26,64,CH040
2020-04-30,ZH,Zürich,11,2,3388,120,1,374,2020-02-26,65,CH040
2020-05-01,ZH,Zürich,0,0,3388,120,1,375,2020-02-26,66,CH040
2020-05-02,ZH,Zürich,4,0,3392,120,0,375,2020-02-26,67,CH040
2020-05-03,ZH,Zürich,1,0,3393,120,2,377,2020-02-26,68,CH040
2020-05-04,ZH,Zürich,18,0,3411,120,1,378,2020-02-26,69,CH040
2020-05-05,ZH,Zürich,13,1,3424,121,1,379,2020-02-26,70,CH040
2020-05-06,ZH,Zürich,11,1,3435,122,0,379,2020-02-26,71,CH040
2020-05-07,ZH,Zürich,6,0,3441,122,3,382,2020-02-26,72,CH040
2020-05-08,ZH,Zürich,4,0,3445,122,0,382,2020-02-26,73,CH040
2020-05-09,ZH,Zürich,1,1,3446,123,0,382,2020-02-26,74,CH040
2020-05-10,ZH,Zürich,2,0,3448,123,2,384,2020-02-26,75,CH040
2020-05-11,ZH,Zürich,6,0,3454,123,0,384,2020-02-26,76,CH040
2020-05-12,ZH,Zürich,7,0,3461,123,0,384,2020-02-26,77,CH040
2020-05-13,ZH,Zürich,1,0,3462,123,0,384,2020-02-26,78,CH040
2020-05-14,ZH,Zürich,4,0,3466,123,0,384,2020-02-26,79,CH040
2020-05-15,ZH,Zürich,4,1,3470,124,0,384,2020-02-26,80,CH040
2020-05-16,ZH,Zürich,2,0,3472,124,1,385,2020-02-26,81,CH040
2020-05-17,ZH,Zürich,4,0,3476,124,0,385,2020-02-26,82,CH040
2020-05-18,ZH,Zürich,2,0,3478,124,0,385,2020-02-26,83,CH040
2020-05-19,ZH,Zürich,0,0,3478,124,0,385,2020-02-26,84,CH040
2020-05-20,ZH,Zürich,0,0,3478,124,0,385,2020-02-26,85,CH040
2020-05-21,ZH,Zürich,0,0,3478,124,1,386,2020-02-26,86,CH040
2020-05-22,ZH,Zürich,0,0,3478,124,2,388,2020-02-26,87,CH040
2020-05-23,ZH,Zürich,0,0,3478,124,1,389,2020-02-26,88,CH040
