date,canton_code,canton_names,bag_falle,bag_tode,bag_cum_falle,bag_cum_tode,bag_hosp,bag_cum_hosp,date_t0,t,NUTS3
2020-05-12,UR,Uri,0,0,88,6,0,14,2020-03-16,58,CH062
2020-05-13,UR,Uri,0,0,88,6,0,14,2020-03-16,59,CH062
2020-05-14,UR,Uri,1,0,89,6,0,14,2020-03-16,60,CH062
2020-05-15,UR,Uri,0,0,89,6,0,14,2020-03-16,61,CH062
2020-05-16,UR,Uri,0,0,89,6,0,14,2020-03-16,62,CH062
2020-05-17,UR,Uri,0,0,89,6,0,14,2020-03-16,63,CH062
2020-05-18,UR,Uri,0,0,89,6,0,14,2020-03-16,64,CH062
2020-05-19,UR,Uri,0,0,89,6,0,14,2020-03-16,65,CH062
2020-05-20,UR,Uri,0,0,89,6,0,14,2020-03-16,66,CH062
2020-05-21,UR,Uri,0,0,89,6,0,14,2020-03-16,67,CH062
2020-05-22,UR,Uri,0,0,89,6,0,14,2020-03-16,68,CH062
2020-05-23,UR,Uri,0,0,89,6,0,14,2020-03-16,69,CH062
2020-02-24,VD,Waadt,0,0,0,0,1,1,2020-02-26,-1,CH011
2020-02-25,VD,Waadt,0,0,0,0,2,3,2020-02-26,0,CH011
2020-02-26,VD,Waadt,1,0,1,0,0,3,2020-02-26,1,CH011
2020-02-27,VD,Waadt,0,0,1,0,0,3,2020-02-26,2,CH011
2020-02-28,VD,Waadt,0,0,1,0,1,4,2020-02-26,3,CH011
2020-02-29,VD,Waadt,0,0,1,0,2,6,2020-02-26,4,CH011
2020-03-01,VD,Waadt,0,0,1,0,1,7,2020-02-26,5,CH011
2020-03-02,VD,Waadt,5,0,6,0,1,8,2020-02-26,6,CH011
2020-03-03,VD,Waadt,4,0,10,0,2,10,2020-02-26,7,CH011
2020-03-04,VD,Waadt,8,0,18,0,0,10,2020-02-26,8,CH011
2020-03-05,VD,Waadt,11,1,29,1,5,15,2020-02-26,9,CH011
2020-03-06,VD,Waadt,8,0,37,1,6,21,2020-02-26,10,CH011
2020-03-07,VD,Waadt,11,0,48,1,2,23,2020-02-26,11,CH011
2020-03-08,VD,Waadt,10,0,58,1,4,27,2020-02-26,12,CH011
2020-03-09,VD,Waadt,36,0,94,1,8,35,2020-02-26,13,CH011
2020-03-10,VD,Waadt,40,0,134,1,9,44,2020-02-26,14,CH011
2020-03-11,VD,Waadt,74,1,208,2,7,51,2020-02-26,15,CH011
2020-03-12,VD,Waadt,75,1,283,3,10,61,2020-02-26,16,CH011
2020-03-13,VD,Waadt,97,0,380,3,10,71,2020-02-26,17,CH011
2020-03-14,VD,Waadt,107,1,487,4,16,87,2020-02-26,18,CH011
2020-03-15,VD,Waadt,93,1,580,5,13,100,2020-02-26,19,CH011
2020-03-16,VD,Waadt,237,2,817,7,23,123,2020-02-26,20,CH011
2020-03-17,VD,Waadt,248,2,1065,9,10,133,2020-02-26,21,CH011
2020-03-18,VD,Waadt,270,3,1335,12,18,151,2020-02-26,22,CH011
2020-03-19,VD,Waadt,216,1,1551,13,22,173,2020-02-26,23,CH011
2020-03-20,VD,Waadt,241,5,1792,18,22,195,2020-02-26,24,CH011
2020-03-21,VD,Waadt,121,3,1913,21,27,222,2020-02-26,25,CH011
2020-03-22,VD,Waadt,105,2,2018,23,20,242,2020-02-26,26,CH011
2020-03-23,VD,Waadt,311,5,2329,28,19,261,2020-02-26,27,CH011
2020-03-24,VD,Waadt,269,2,2598,30,32,293,2020-02-26,28,CH011
2020-03-25,VD,Waadt,192,8,2790,38,21,314,2020-02-26,29,CH011
2020-03-26,VD,Waadt,206,14,2996,52,18,332,2020-02-26,30,CH011
2020-03-27,VD,Waadt,238,2,3234,54,32,364,2020-02-26,31,CH011
2020-03-28,VD,Waadt,132,7,3366,61,10,374,2020-02-26,32,CH011
2020-03-29,VD,Waadt,88,7,3454,68,14,388,2020-02-26,33,CH011
2020-03-30,VD,Waadt,214,9,3668,77,16,404,2020-02-26,34,CH011
2020-03-31,VD,Waadt,162,7,3830,84,30,434,2020-02-26,35,CH011
2020-04-01,VD,Waadt,151,8,3981,92,14,448,2020-02-26,36,CH011
2020-04-02,VD,Waadt,136,16,4117,108,9,457,2020-02-26,37,CH011
2020-04-03,VD,Waadt,138,15,4255,123,13,470,2020-02-26,38,CH011
2020-04-04,VD,Waadt,71,5,4326,128,6,476,2020-02-26,39,CH011
2020-04-05,VD,Waadt,41,10,4367,138,8,484,2020-02-26,40,CH011
2020-04-06,VD,Waadt,117,12,4484,150,8,492,2020-02-26,41,CH011
2020-04-07,VD,Waadt,83,12,4567,162,4,496,2020-02-26,42,CH011
2020-04-08,VD,Waadt,93,6,4660,168,6,502,2020-02-26,43,CH011
2020-04-09,VD,Waadt,96,5,4756,173,10,512,2020-02-26,44,CH011
2020-04-10,VD,Waadt,51,5,4807,178,9,521,2020-02-26,45,CH011
2020-04-11,VD,Waadt,40,5,4847,183,9,530,2020-02-26,46,CH011
2020-04-12,VD,Waadt,39,8,4886,191,6,536,2020-02-26,47,CH011
2020-04-13,VD,Waadt,44,4,4930,195,2,538,2020-02-26,48,CH011
2020-04-14,VD,Waadt,70,7,5000,202,5,543,2020-02-26,49,CH011
2020-04-15,VD,Waadt,51,11,5051,213,2,545,2020-02-26,50,CH011
2020-04-16,VD,Waadt,30,10,5081,223,5,550,2020-02-26,51,CH011
2020-04-17,VD,Waadt,33,4,5114,227,4,554,2020-02-26,52,CH011
2020-04-18,VD,Waadt,19,4,5133,231,2,556,2020-02-26,53,CH011
2020-04-19,VD,Waadt,11,4,5144,235,1,557,2020-02-26,54,CH011
2020-04-20,VD,Waadt,33,10,5177,245,0,557,2020-02-26,55,CH011
2020-04-21,VD,Waadt,33,5,5210,250,1,558,2020-02-26,56,CH011
2020-04-22,VD,Waadt,22,4,5232,254,4,562,2020-02-26,57,CH011
2020-04-23,VD,Waadt,31,8,5263,262,0,562,2020-02-26,58,CH011
2020-04-24,VD,Waadt,23,2,5286,264,1,563,2020-02-26,59,CH011
2020-04-25,VD,Waadt,13,10,5299,274,0,563,2020-02-26,60,CH011
2020-04-26,VD,Waadt,9,3,5308,277,0,563,2020-02-26,61,CH011
2020-04-27,VD,Waadt,19,4,5327,281,3,566,2020-02-26,62,CH011
2020-04-28,VD,Waadt,23,2,5350,283,2,568,2020-02-26,63,CH011
2020-04-29,VD,Waadt,14,1,5364,284,1,569,2020-02-26,64,CH011
2020-04-30,VD,Waadt,12,2,5376,286,1,570,2020-02-26,65,CH011
2020-05-01,VD,Waadt,14,4,5390,290,0,570,2020-02-26,66,CH011
2020-05-02,VD,Waadt,9,3,5399,293,0,570,2020-02-26,67,CH011
2020-05-03,VD,Waadt,5,2,5404,295,1,571,2020-02-26,68,CH011
2020-05-04,VD,Waadt,9,0,5413,295,0,571,2020-02-26,69,CH011
2020-05-05,VD,Waadt,11,0,5424,295,1,572,2020-02-26,70,CH011
2020-05-06,VD,Waadt,18,0,5442,295,0,572,2020-02-26,71,CH011
2020-05-07,VD,Waadt,5,1,5447,296,0,572,2020-02-26,72,CH011
2020-05-08,VD,Waadt,11,0,5458,296,0,572,2020-02-26,73,CH011
2020-05-09,VD,Waadt,7,0,5465,296,1,573,2020-02-26,74,CH011
2020-05-10,VD,Waadt,0,1,5465,297,1,574,2020-02-26,75,CH011
2020-05-11,VD,Waadt,7,0,5472,297,2,576,2020-02-26,76,CH011
2020-05-12,VD,Waadt,9,0,5481,297,0,576,2020-02-26,77,CH011
2020-05-13,VD,Waadt,8,0,5489,297,0,576,2020-02-26,78,CH011
2020-05-14,VD,Waadt,5,1,5494,298,0,576,2020-02-26,79,CH011
2020-05-15,VD,Waadt,4,0,5498,298,0,576,2020-02-26,80,CH011
2020-05-16,VD,Waadt,0,0,5498,298,0,576,2020-02-26,81,CH011
2020-05-17,VD,Waadt,2,0,5500,298,0,576,2020-02-26,82,CH011
2020-05-18,VD,Waadt,4,0,5504,298,0,576,2020-02-26,83,CH011
2020-05-19,VD,Waadt,3,0,5507,298,0,576,2020-02-26,84,CH011
2020-05-20,VD,Waadt,0,0,5507,298,0,576,2020-02-26,85,CH011
2020-05-21,VD,Waadt,0,0,5507,298,0,576,2020-02-26,86,CH011
2020-05-22,VD,Waadt,0,0,5507,298,0,576,2020-02-26,87,CH011
2020-05-23,VD,Waadt,0,0,5507,298,0,576,2020-02-26,88,CH011
2020-02-24,VS,Wallis,0,0,0,0,0,0,2020-02-28,-3,CH012
2020-02-25,VS,Wallis,0,0,0,0,0,0,2020-02-28,-2,CH012
2020-02-26,VS,Wallis,0,0,0,0,0,0,2020-02-28,-1,CH012
2020-02-27,VS,Wallis,0,0,0,0,0,0,2020-02-28,0,CH012
2020-02-28,VS,Wallis,1,0,1,0,1,1,2020-02-28,1,CH012
2020-02-29,VS,Wallis,0,0,1,0,0,1,2020-02-28,2,CH012
2020-03-01,VS,Wallis,1,0,2,0,1,2,2020-02-28,3,CH012
2020-03-02,VS,Wallis,2,0,4,0,0,2,2020-02-28,4,CH012
2020-03-03,VS,Wallis,0,0,4,0,1,3,2020-02-28,5,CH012
2020-03-04,VS,Wallis,1,0,5,0,1,4,2020-02-28,6,CH012
2020-03-05,VS,Wallis,1,0,6,0,0,4,2020-02-28,7,CH012
2020-03-06,VS,Wallis,0,0,6,0,3,7,2020-02-28,8,CH012
2020-03-07,VS,Wallis,1,0,7,0,0,7,2020-02-28,9,CH012
2020-03-08,VS,Wallis,6,0,13,0,3,10,2020-02-28,10,CH012
2020-03-09,VS,Wallis,4,0,17,0,1,11,2020-02-28,11,CH012
2020-03-10,VS,Wallis,5,0,22,0,3,14,2020-02-28,12,CH012
2020-03-11,VS,Wallis,7,0,29,0,3,17,2020-02-28,13,CH012
2020-03-12,VS,Wallis,25,0,54,0,6,23,2020-02-28,14,CH012
2020-03-13,VS,Wallis,16,1,70,1,2,25,2020-02-28,15,CH012
2020-03-14,VS,Wallis,21,0,91,1,2,27,2020-02-28,16,CH012
2020-03-15,VS,Wallis,10,2,101,3,3,30,2020-02-28,17,CH012
2020-03-16,VS,Wallis,60,1,161,4,5,35,2020-02-28,18,CH012
2020-03-17,VS,Wallis,52,0,213,4,5,40,2020-02-28,19,CH012
2020-03-18,VS,Wallis,81,0,294,4,7,47,2020-02-28,20,CH012
2020-03-19,VS,Wallis,38,2,332,6,6,53,2020-02-28,21,CH012
2020-03-20,VS,Wallis,95,0,427,6,8,61,2020-02-28,22,CH012
2020-03-21,VS,Wallis,51,2,478,8,10,71,2020-02-28,23,CH012
2020-03-22,VS,Wallis,37,0,515,8,6,77,2020-02-28,24,CH012
2020-03-23,VS,Wallis,96,1,611,9,12,89,2020-02-28,25,CH012
2020-03-24,VS,Wallis,99,1,710,10,7,96,2020-02-28,26,CH012
2020-03-25,VS,Wallis,69,1,779,11,10,106,2020-02-28,27,CH012
2020-03-26,VS,Wallis,76,1,855,12,9,115,2020-02-28,28,CH012
2020-03-27,VS,Wallis,92,2,947,14,13,128,2020-02-28,29,CH012
2020-03-28,VS,Wallis,44,3,991,17,6,134,2020-02-28,30,CH012
2020-03-29,VS,Wallis,34,6,1025,23,10,144,2020-02-28,31,CH012
2020-03-30,VS,Wallis,85,4,1110,27,10,154,2020-02-28,32,CH012
2020-03-31,VS,Wallis,68,1,1178,28,8,162,2020-02-28,33,CH012
2020-04-01,VS,Wallis,69,1,1247,29,4,166,2020-02-28,34,CH012
2020-04-02,VS,Wallis,47,3,1294,32,12,178,2020-02-28,35,CH012
2020-04-03,VS,Wallis,49,2,1343,34,4,182,2020-02-28,36,CH012
2020-04-04,VS,Wallis,33,2,1376,36,2,184,2020-02-28,37,CH012
2020-04-05,VS,Wallis,15,4,1391,40,3,187,2020-02-28,38,CH012
2020-04-06,VS,Wallis,68,2,1459,42,4,191,2020-02-28,39,CH012
2020-04-07,VS,Wallis,38,5,1497,47,5,196,2020-02-28,40,CH012
2020-04-08,VS,Wallis,36,5,1533,52,3,199,2020-02-28,41,CH012
2020-04-09,VS,Wallis,26,3,1559,55,2,201,2020-02-28,42,CH012
2020-04-10,VS,Wallis,31,5,1590,60,2,203,2020-02-28,43,CH012
2020-04-11,VS,Wallis,24,2,1614,62,1,204,2020-02-28,44,CH012
2020-04-12,VS,Wallis,13,4,1627,66,2,206,2020-02-28,45,CH012
2020-04-13,VS,Wallis,14,1,1641,67,0,206,2020-02-28,46,CH012
2020-04-14,VS,Wallis,28,0,1669,67,3,209,2020-02-28,47,CH012
2020-04-15,VS,Wallis,13,0,1682,67,2,211,2020-02-28,48,CH012
2020-04-16,VS,Wallis,17,1,1699,68,1,212,2020-02-28,49,CH012
2020-04-17,VS,Wallis,17,3,1716,71,1,213,2020-02-28,50,CH012
2020-04-18,VS,Wallis,9,3,1725,74,0,213,2020-02-28,51,CH012
2020-04-19,VS,Wallis,9,3,1734,77,0,213,2020-02-28,52,CH012
2020-04-20,VS,Wallis,19,1,1753,78,3,216,2020-02-28,53,CH012
2020-04-21,VS,Wallis,8,4,1761,82,0,216,2020-02-28,54,CH012
2020-04-22,VS,Wallis,7,3,1768,85,0,216,2020-02-28,55,CH012
2020-04-23,VS,Wallis,15,3,1783,88,0,216,2020-02-28,56,CH012
2020-04-24,VS,Wallis,9,1,1792,89,1,217,2020-02-28,57,CH012
2020-04-25,VS,Wallis,5,2,1797,91,4,221,2020-02-28,58,CH012
2020-04-26,VS,Wallis,2,0,1799,91,2,223,2020-02-28,59,CH012
2020-04-27,VS,Wallis,18,1,1817,92,0,223,2020-02-28,60,CH012
2020-04-28,VS,Wallis,10,1,1827,93,0,223,2020-02-28,61,CH012
2020-04-29,VS,Wallis,7,0,1834,93,0,223,2020-02-28,62,CH012
2020-04-30,VS,Wallis,6,0,1840,93,0,223,2020-02-28,63,CH012
2020-05-01,VS,Wallis,4,0,1844,93,0,223,2020-02-28,64,CH012
2020-05-02,VS,Wallis,2,1,1846,94,1,224,2020-02-28,65,CH012
2020-05-03,VS,Wallis,2,2,1848,96,0,224,2020-02-28,66,CH012
2020-05-04,VS,Wallis,8,0,1856,96,0,224,2020-02-28,67,CH012
2020-05-05,VS,Wallis,2,2,1858,98,0,224,2020-02-28,68,CH012
2020-05-06,VS,Wallis,3,0,1861,98,0,224,2020-02-28,69,CH012
2020-05-07,VS,Wallis,1,0,1862,98,0,224,2020-02-28,70,CH012
2020-05-08,VS,Wallis,4,2,1866,100,0,224,2020-02-28,71,CH012
2020-05-09,VS,Wallis,1,0,1867,100,0,224,2020-02-28,72,CH012
2020-05-10,VS,Wallis,1,0,1868,100,0,224,2020-02-28,73,CH012
2020-05-11,VS,Wallis,4,2,1872,102,0,224,2020-02-28,74,CH012
2020-05-12,VS,Wallis,0,0,1872,102,0,224,2020-02-28,75,CH012
2020-05-13,VS,Wallis,1,0,1873,102,0,224,2020-02-28,76,CH012
2020-05-14,VS,Wallis,2,0,1875,102,0,224,2020-02-28,77,CH012
2020-05-15,VS,Wallis,9,0,1884,102,0,224,2020-02-28,78,CH012
2020-05-16,VS,Wallis,3,0,1887,102,0,224,2020-02-28,79,CH012
2020-05-17,VS,Wallis,0,0,1887,102,0,224,2020-02-28,80,CH012
2020-05-18,VS,Wallis,2,2,1889,104,1,225,2020-02-28,81,CH012
2020-05-19,VS,Wallis,1,0,1890,104,0,225,2020-02-28,82,CH012
2020-05-20,VS,Wallis,0,0,1890,104,0,225,2020-02-28,83,CH012
2020-05-21,VS,Wallis,0,0,1890,104,0,225,2020-02-28,84,CH012
2020-05-22,VS,Wallis,0,0,1890,104,1,226,2020-02-28,85,CH012
2020-05-23,VS,Wallis,0,0,1890,104,0,226,2020-02-28,86,CH012
2020-02-24,ZG,Zug,0,0,0,0,0,0,2020-03-01,-5,CH066
2020-02-25,ZG,Zug,0,0,0,0,0,0,2020-03-01,-4,CH066
2020-02-26,ZG,Zug,0,0,0,0,0,0,2020-03-01,-3,CH066
2020-02-27,ZG,Zug,0,0,0,0,0,0,2020-03-01,-2,CH066
2020-02-28,ZG,Zug,0,0,0,0,0,0,2020-03-01,-1,CH066
2020-02-29,ZG,Zug,0,0,0,0,0,0,2020-03-01,0,CH066
2020-03-01,ZG,Zug,1,0,1,0,0,0,2020-03-01,1,CH066
2020-03-02,ZG,Zug,2,0,3,0,0,0,2020-03-01,2,CH066
2020-03-03,ZG,Zug,3,0,6,0,1,1,2020-03-01,3,CH066
2020-03-04,ZG,Zug,1,0,7,0,1,2,2020-03-01,4,CH066
2020-03-05,ZG,Zug,0,0,7,0,0,2,2020-03-01,5,CH066
2020-03-06,ZG,Zug,0,0,7,0,0,2,2020-03-01,6,CH066
2020-03-07,ZG,Zug,0,0,7,0,0,2,2020-03-01,7,CH066
2020-03-08,ZG,Zug,0,0,7,0,0,2,2020-03-01,8,CH066
2020-03-09,ZG,Zug,0,0,7,0,0,2,2020-03-01,9,CH066
2020-03-10,ZG,Zug,0,0,7,0,0,2,2020-03-01,10,CH066
2020-03-11,ZG,Zug,1,0,8,0,0,2,2020-03-01,11,CH066
2020-03-12,ZG,Zug,4,0,12,0,0,2,2020-03-01,12,CH066
2020-03-13,ZG,Zug,1,0,13,0,0,2,2020-03-01,13,CH066
2020-03-14,ZG,Zug,4,0,17,0,0,2,2020-03-01,14,CH066
2020-03-15,ZG,Zug,0,0,17,0,0,2,2020-03-01,15,CH066
2020-03-16,ZG,Zug,4,0,21,0,0,2,2020-03-01,16,CH066
2020-03-17,ZG,Zug,10,0,31,0,1,3,2020-03-01,17,CH066
2020-03-18,ZG,Zug,4,0,35,0,0,3,2020-03-01,18,CH066
2020-03-19,ZG,Zug,2,0,37,0,0,3,2020-03-01,19,CH066
2020-03-20,ZG,Zug,8,0,45,0,0,3,2020-03-01,20,CH066
2020-03-21,ZG,Zug,5,0,50,0,0,3,2020-03-01,21,CH066
2020-03-22,ZG,Zug,0,0,50,0,0,3,2020-03-01,22,CH066
2020-03-23,ZG,Zug,4,0,54,0,1,4,2020-03-01,23,CH066
2020-03-24,ZG,Zug,7,0,61,0,0,4,2020-03-01,24,CH066
2020-03-25,ZG,Zug,7,0,68,0,1,5,2020-03-01,25,CH066
2020-03-26,ZG,Zug,5,0,73,0,1,6,2020-03-01,26,CH066
2020-03-27,ZG,Zug,7,1,80,1,1,7,2020-03-01,27,CH066
2020-03-28,ZG,Zug,5,0,85,1,1,8,2020-03-01,28,CH066
2020-03-29,ZG,Zug,2,0,87,1,2,10,2020-03-01,29,CH066
2020-03-30,ZG,Zug,7,0,94,1,3,13,2020-03-01,30,CH066
2020-03-31,ZG,Zug,3,0,97,1,2,15,2020-03-01,31,CH066
2020-04-01,ZG,Zug,12,0,109,1,1,16,2020-03-01,32,CH066
2020-04-02,ZG,Zug,6,1,115,2,1,17,2020-03-01,33,CH066
2020-04-03,ZG,Zug,7,0,122,2,1,18,2020-03-01,34,CH066
2020-04-04,ZG,Zug,4,0,126,2,1,19,2020-03-01,35,CH066
2020-04-05,ZG,Zug,2,0,128,2,1,20,2020-03-01,36,CH066
2020-04-06,ZG,Zug,4,0,132,2,0,20,2020-03-01,37,CH066
2020-04-07,ZG,Zug,2,0,134,2,0,20,2020-03-01,38,CH066
2020-04-08,ZG,Zug,3,0,137,2,2,22,2020-03-01,39,CH066
2020-04-09,ZG,Zug,2,0,139,2,0,22,2020-03-01,40,CH066
2020-04-10,ZG,Zug,0,1,139,3,1,23,2020-03-01,41,CH066
2020-04-11,ZG,Zug,0,0,139,3,0,23,2020-03-01,42,CH066
2020-04-12,ZG,Zug,2,0,141,3,0,23,2020-03-01,43,CH066
2020-04-13,ZG,Zug,1,0,142,3,0,23,2020-03-01,44,CH066
2020-04-14,ZG,Zug,0,1,142,4,0,23,2020-03-01,45,CH066
2020-04-15,ZG,Zug,1,0,143,4,0,23,2020-03-01,46,CH066
2020-04-16,ZG,Zug,2,0,145,4,0,23,2020-03-01,47,CH066
2020-04-17,ZG,Zug,0,1,145,5,0,23,2020-03-01,48,CH066
2020-04-18,ZG,Zug,1,0,146,5,0,23,2020-03-01,49,CH066
2020-04-19,ZG,Zug,0,0,146,5,0,23,2020-03-01,50,CH066
2020-04-20,ZG,Zug,0,1,146,6,0,23,2020-03-01,51,CH066
2020-04-21,ZG,Zug,1,0,147,6,0,23,2020-03-01,52,CH066
2020-04-22,ZG,Zug,3,0,150,6,0,23,2020-03-01,53,CH066
2020-04-23,ZG,Zug,1,0,151,6,0,23,2020-03-01,54,CH066
2020-04-24,ZG,Zug,3,0,154,6,0,23,2020-03-01,55,CH066
2020-04-25,ZG,Zug,1,0,155,6,0,23,2020-03-01,56,CH066
2020-04-26,ZG,Zug,0,0,155,6,0,23,2020-03-01,57,CH066
2020-04-27,ZG,Zug,1,0,156,6,0,23,2020-03-01,58,CH066
2020-04-28,ZG,Zug,2,0,158,6,0,23,2020-03-01,59,CH066
2020-04-29,ZG,Zug,2,0,160,6,0,23,2020-03-01,60,CH066
2020-04-30,ZG,Zug,0,0,160,6,0,23,2020-03-01,61,CH066
2020-05-01,ZG,Zug,1,0,161,6,0,23,2020-03-01,62,CH066
2020-05-02,ZG,Zug,1,0,162,6,0,23,2020-03-01,63,CH066
2020-05-03,ZG,Zug,0,0,162,6,0,23,2020-03-01,64,CH066
2020-05-04,ZG,Zug,0,0,162,6,0,23,2020-03-01,65,CH066
2020-05-05,ZG,Zug,1,0,163,6,0,23,2020-03-01,66,CH066
2020-05-06,ZG,Zug,0,0,163,6,0,23,2020-03-01,67,CH066
2020-05-07,ZG,Zug,0,0,163,6,0,23,2020-03-01,68,CH066
2020-05-08,ZG,Zug,0,0,163,6,0,23,2020-03-01,69,CH066
2020-05-09,ZG,Zug,0,0,163,6,0,23,2020-03-01,70,CH066
2020-05-10,ZG,Zug,0,0,163,6,0,23,2020-03-01,71,CH066
2020-05-11,ZG,Zug,0,0,163,6,0,23,2020-03-01,72,CH066
2020-05-12,ZG,Zug,1,0,164,6,0,23,2020-03-01,73,CH066
2020-05-13,ZG,Zug,1,0,165,6,0,23,2020-03-01,74,CH066
2020-05-14,ZG,Zug,2,0,167,6,0,23,2020-03-01,75,CH066
2020-05-15,ZG,Zug,0,0,167,6,0,23,2020-03-01,76,CH066
2020-05-16,ZG,Zug,0,0,167,6,0,23,2020-03-01,77,CH066
2020-05-17,ZG,Zug,0,0,167,6,0,23,2020-03-01,78,CH066
2020-05-18,ZG,Zug,0,0,167,6,0,23,2020-03-01,79,CH066
2020-05-19,ZG,Zug,0,0,167,6,0,23,2020-03-01,80,CH066
2020-05-20,ZG,Zug,0,0,167,6,0,23,2020-03-01,81,CH066
2020-05-21,ZG,Zug,0,0,167,6,0,23,2020-03-01,82,CH066
2020-05-22,ZG,Zug,0,0,167,6,0,23,2020-03-01,83,CH066
2020-05-23,ZG,Zug,0,0,167,6,0,23,2020-03-01,84,CH066
2020-02-24,ZH,Zürich,0,0,0,0,0,0,2020-02-26,-1,CH040
2020-02-25,ZH,Zürich,0,0,0,0,0,0,2020-02-26,0,CH040
2020-02-26,ZH,Zürich,1,0,1,0,1,1,2020-02-26,1,CH040
2020-02-27,ZH,Zürich,1,0,2,0,2,3,2020-02-26,2,CH040
2020-02-28,ZH,Zürich,0,0,2,0,0,3,2020-02-26,3,CH040
2020-02-29,ZH,Zürich,4,0,6,0,5,8,2020-02-26,4,CH040
2020-03-01,ZH,Zürich,2,0,8,0,1,9,2020-02-26,5,CH040
2020-03-02,ZH,Zürich,5,0,13,0,0,9,2020-02-26,6,CH040
2020-03-03,ZH,Zürich,1,0,14,0,2,11,2020-02-26,7,CH040
2020-03-04,ZH,Zürich,5,0,19,0,0,11,2020-02-26,8,CH040
2020-03-05,ZH,Zürich,5,0,24,0,2,13,2020-02-26,9,CH040
2020-03-06,ZH,Zürich,5,0,29,0,1,14,2020-02-26,10,CH040
2020-03-07,ZH,Zürich,7,0,36,0,1,15,2020-02-26,11,CH040
2020-03-08,ZH,Zürich,6,0,42,0,1,16,2020-02-26,12,CH040
2020-03-09,ZH,Zürich,13,0,55,0,1,17,2020-02-26,13,CH040
2020-03-10,ZH,Zürich,33,0,88,0,1,18,2020-02-26,14,CH040
2020-03-11,ZH,Zürich,40,0,128,0,7,25,2020-02-26,15,CH040
2020-03-12,ZH,Zürich,38,0,166,0,3,28,2020-02-26,16,CH040
2020-03-13,ZH,Zürich,52,0,218,0,4,32,2020-02-26,17,CH040
2020-03-14,ZH,Zürich,34,0,252,0,5,37,2020-02-26,18,CH040
2020-03-15,ZH,Zürich,38,1,290,1,4,41,2020-02-26,19,CH040
2020-03-16,ZH,Zürich,132,0,422,1,8,49,2020-02-26,20,CH040
2020-03-17,ZH,Zürich,130,0,552,1,11,60,2020-02-26,21,CH040
2020-03-18,ZH,Zürich,134,1,686,2,10,70,2020-02-26,22,CH040
2020-03-19,ZH,Zürich,134,1,820,3,11,81,2020-02-26,23,CH040
2020-03-20,ZH,Zürich,141,1,961,4,10,91,2020-02-26,24,CH040
2020-03-21,ZH,Zürich,70,1,1031,5,7,98,2020-02-26,25,CH040
2020-03-22,ZH,Zürich,50,1,1081,6,13,111,2020-02-26,26,CH040
2020-03-23,ZH,Zürich,173,0,1254,6,8,119,2020-02-26,27,CH040
2020-03-24,ZH,Zürich,138,1,1392,7,15,134,2020-02-26,28,CH040
2020-03-25,ZH,Zürich,111,2,1503,9,19,153,2020-02-26,29,CH040
2020-03-26,ZH,Zürich,113,3,1616,12,15,168,2020-02-26,30,CH040
2020-03-27,ZH,Zürich,160,2,1776,14,18,186,2020-02-26,31,CH040
2020-03-28,ZH,Zürich,71,4,1847,18,11,197,2020-02-26,32,CH040
2020-03-29,ZH,Zürich,39,3,1886,21,15,212,2020-02-26,33,CH040
2020-03-30,ZH,Zürich,158,1,2044,22,9,221,2020-02-26,34,CH040
2020-03-31,ZH,Zürich,129,2,2173,24,16,237,2020-02-26,35,CH040
2020-04-01,ZH,Zürich,115,9,2288,33,12,249,2020-02-26,36,CH040
2020-04-02,ZH,Zürich,115,3,2403,36,13,262,2020-02-26,37,CH040
2020-04-03,ZH,Zürich,133,2,2536,38,10,272,2020-02-26,38,CH040
2020-04-04,ZH,Zürich,43,7,2579,45,9,281,2020-02-26,39,CH040
2020-04-05,ZH,Zürich,22,4,2601,49,9,290,2020-02-26,40,CH040
2020-04-06,ZH,Zürich,97,2,2698,51,6,296,2020-02-26,41,CH040
2020-04-07,ZH,Zürich,87,2,2785,53,4,300,2020-02-26,42,CH040
2020-04-08,ZH,Zürich,60,8,2845,61,10,310,2020-02-26,43,CH040
2020-04-09,ZH,Zürich,52,2,2897,63,9,319,2020-02-26,44,CH040
2020-04-10,ZH,Zürich,34,5,2931,68,5,324,2020-02-26,45,CH040
2020-04-11,ZH,Zürich,18,6,2949,74,6,330,2020-02-26,46,CH040
2020-04-12,ZH,Zürich,31,2,2980,76,3,333,2020-02-26,47,CH040
2020-04-13,ZH,Zürich,17,4,2997,80,2,335,2020-02-26,48,CH040
2020-04-14,ZH,Zürich,55,4,3052,84,2,337,2020-02-26,49,CH040
2020-04-15,ZH,Zürich,28,4,3080,88,2,339,2020-02-26,50,CH040
2020-04-16,ZH,Zürich,39,4,3119,92,8,347,2020-02-26,51,CH040
2020-04-17,ZH,Zürich,29,5,3148,97,2,349,2020-02-26,52,CH040
2020-04-18,ZH,Zürich,13,5,3161,102,0,349,2020-02-26,53,CH040
2020-04-19,ZH,Zürich,8,0,3169,102,4,353,2020-02-26,54,CH040
2020-04-20,ZH,Zürich,28,2,3197,104,2,355,2020-02-26,55,CH040
2020-04-21,ZH,Zürich,35,2,3232,106,1,356,2020-02-26,56,CH040
2020-04-22,ZH,Zürich,20,1,3252,107,4,360,2020-02-26,57,CH040
2020-04-23,ZH,Zürich,24,3,3276,110,1,361,2020-02-26,58,CH040
