canton_codes,canton_name,date,date_t0,t,wd,sunday,total_trips_2019,total_trips_2020,train_trips_2019,train_trips_2020,highway_trips_2019,highway_trips_2020,road_trips_2019,road_trips_2020,commuter_trips_2019,commuter_trips_2020,non_commuter_trips_2019,non_commuter_trips_2020,ln_total_trips_2019,ln_train_trips_2019,ln_highway_trips_2019,ln_road_trips_2019,ln_commuter_trips_2019,ln_non_commuter_trips_2019,ln_total_trips_2020,ln_train_trips_2020,ln_highway_trips_2020,ln_road_trips_2020,ln_commuter_trips_2020,ln_non_commuter_trips_2020,bag_falle,bag_tode,bag_cum_falle,bag_cum_tode,bag_hosp,bag_cum_hosp,NUTS3,cl_border,emerg1,emerg2,gath100,gath5,pub_trans_res,cross_closed,gath30,shops_closed,eth_ban_100,eth_ban_1000,eth_ban_5,eth_closed_borders,eth_closed_hair,eth_closed_museum,eth_closed_schools,eth_closed_stores-bars,eth_hygiene,eth_no_test,eth_ban_30,eth_closed_stores_bars,ihs_bag_falle,ihs_bag_tode,lag_ihs_bag_falle,lag_ihs_bag_tode,lag_bag_cum_falle,lag_bag_cum_tode,incr,dln_bag_cum_falle,tests,positivity_rate,canton_pop
AG,Aargau,2019-12-30,2020-02-25,-56,Monday,NA,1399539,1608804,143628,187827,322173,413809,933747,1007180,189278,261000,1210270,1347816,14.151653454644757,11.874981902661371,12.682843947331007,13.746960802572596,12.15097211279967,14.006354033176654,14.2910016037627,12.14327660539044,12.933159793694566,13.822664904485732,12.47227568630483,14.113996062621299,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,0,0,690445
AG,Aargau,2019-12-31,2020-02-25,-55,Tuesday,NA,1009865,1402568,120007,163248,302471,319249,587398,920082,65621,202060,944255,1200520,13.825327216517362,11.695305353396193,12.61974068408883,13.283457892905995,11.0916510456553,13.758151535768521,14.153815400052121,12.003025795915086,12.673726641548456,13.732218075488124,12.216319961981723,13.998265354229789,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-01,2020-02-25,-54,Wednesday,NA,1278172,976135,148576,123453,389618,277335,739989,575359,136263,63877,1141920,912271,14.060941490153345,11.908851890819648,12.872922050915307,13.514390600205004,11.82234212081801,13.948221614204895,13.791356175502077,11.723615795814627,12.532981440732563,13.262749472781557,11.06471463817042,13.723692374039219,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-02,2020-02-25,-53,Thursday,NA,1726939,1286898,205012,161112,430163,394401,1091774,731394,388900,125298,1338049,1161609,14.36186103513847,12.230823792992712,12.971919485608394,13.903314454160911,12.871077520143839,14.106723140823366,14.06774522935824,11.989855054286696,12.88512343720436,13.502707581218322,11.73845017906483,13.965316670956538,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-03,2020-02-25,-52,Friday,NA,1814656,1661275,211895,198119,451366,419901,1151408,1043264,380716,273281,1433953,1388004,14.411406476037248,12.263846147942134,13.020033819305924,13.956496099262935,12.84980896933089,14.175945524151299,14.323095937805313,12.196623139243444,12.947774248188859,13.857864817965961,12.518255848826232,14.143377301889116,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-04,2020-02-25,-51,Saturday,NA,1498874,1506674,159987,166776,373010,387462,965888,952446,132761,125109,1366123,1381575,14.22022471751447,11.982847840915005,12.829360507918055,13.780803164443872,11.796305798194817,14.127487358983027,14.225415130385096,12.024406873662272,12.86737305845077,13.766788691462503,11.736940636313312,14.138734710688528,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-05,2020-02-25,-50,Sunday,2020-01-05,1065168,1188627,131046,141905,304832,326498,629299,720234,75394,79047,989784,1109591,13.878643091163868,11.783303685584466,12.627516084160533,13.352361780446545,11.230482975232924,13.805242016487476,13.988309417456799,11.862913098609106,12.696179102105589,13.487331438191179,11.277797891253337,13.919502036918862,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-06,2020-02-25,-49,Monday,NA,1962984,1865476,269744,276233,434410,391702,1258841,1197551,544523,497464,1418473,1368022,14.489976322435773,12.505228640055583,12.981744067594727,14.045702014344231,13.20766546105074,14.165091498858844,14.439026806376996,12.528999991458992,12.878256625589318,13.995789196086847,13.117278471153497,14.128876458906666,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-07,2020-02-25,-48,Tuesday,NA,2016496,1983658,280385,299443,453724,417702,1282398,1266523,547579,523277,1468930,1460392,14.516871909658581,12.54391893770453,13.025244362643992,14.064242320700469,13.213262022501112,14.200044802557066,14.500453172935725,12.6096793612297,12.942523538599252,14.051785908543218,13.167866239550323,14.194215450797369,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-08,2020-02-25,-47,Wednesday,NA,2064090,2064079,289381,311833,462095,442791,1312626,1309468,535470,522562,1528631,1541530,14.540200009284098,12.575499437948935,13.043525776631025,14.087540268840211,13.190900144891662,14.239883121580052,14.540194680044912,12.650223067080514,13.000853154406807,14.085131505823378,13.16649891606861,14.248285987682381,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-09,2020-02-25,-46,Thursday,NA,2083289,2138403,307544,326645,468328,465761,1307427,1346009,545059,538156,1538241,1600260,14.549458452818053,12.636373445423288,13.056924184116674,14.083571641622603,13.208649324666762,14.246150113781136,14.575569846723932,12.69662923324833,13.051427906005658,14.11265447564291,13.195903759938105,14.285676674008315,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-10,2020-02-25,-45,Friday,NA,2232889,2169850,302812,314455,511804,482564,1418281,1372843,528587,504326,1704311,1665537,14.618806820674989,12.620867429879068,13.145697018230235,14.16495613287343,13.177962687584678,14.348671481455247,14.590168598703476,12.658596260624371,13.086868833451987,14.132394330069108,13.130978163348948,14.325658151919995,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-11,2020-02-25,-44,Saturday,NA,1788917,1731424,183453,195808,439010,422951,1166466,1112678,147040,143143,1641889,1588295,14.397120966780719,12.119713782879478,12.99227747084115,13.969489222997836,11.898459937589514,14.311357966222284,14.364454749282617,12.184889866262267,12.955011612075033,13.922280280223898,11.871599409575127,14.278171671798395,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-12,2020-02-25,-43,Sunday,2020-01-12,1108413,1265578,134974,157727,332270,356133,641180,751731,78303,87400,1030121,1178192,13.918439820520009,11.812837446279639,12.713703170399624,13.371065507715162,11.26834119542117,13.84518682903424,14.051039492785021,11.968620969456603,12.783059535570361,13.530133826171546,11.378250561643627,13.979491618028,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-13,2020-02-25,-42,Monday,NA,2060305,2062356,293768,321033,469374,454542,1297175,1286790,588134,558103,1472184,1504263,14.53836458805865,12.590545619158917,13.05915517100559,14.075699380950834,13.284710092073981,14.202257570459109,14.539359576571751,12.679299200566529,13.027045597571124,14.067661303101394,13.232298812142833,14.223813635225744,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-14,2020-02-25,-41,Tuesday,NA,2185960,2180780,309580,346049,498211,474983,1378177,1359759,598198,571141,1587771,1609651,14.59756564928954,12.642971819127869,13.11877896105262,14.136272169331802,13.301677081808972,14.277841703841336,14.59519316893591,12.754335662510018,13.071034292902636,14.122818036127065,13.255391393356069,14.291527943276257,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-15,2020-02-25,-40,Wednesday,NA,2215485,2237323,310426,356425,507550,489420,1397520,1391489,585687,557368,1629810,1679967,14.610981899118057,12.645700826669884,13.137350507212577,14.15020979517911,13.280540796168237,14.303974001571607,14.62079061985684,12.783879118022162,13.100976295522681,14.145884954778497,13.230980982981214,14.334284708329376,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-16,2020-02-25,-39,Thursday,NA,2176984,2172556,312036,362325,506152,489057,1358807,1321181,587771,545164,1589225,1627400,14.593450990626057,12.650873844750711,13.134592298416898,14.122117666859653,13.284092695240851,14.27875703398435,14.59141491254436,12.800296878090718,13.100234326081083,14.094036591529486,13.208841945810004,14.302494207244694,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-17,2020-02-25,-38,Friday,NA,2229809,2248446,298929,350342,519686,513710,1411205,1384405,546189,526459,1683632,1721999,14.617426489543897,12.607961365981183,13.160980062015248,14.159954507312287,13.210720348675775,14.336463922587921,14.625749868893836,12.766665099229424,13.149414182880642,14.140781002409732,13.173928734779388,14.358996383249552,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-18,2020-02-25,-37,Saturday,NA,1851037,1825510,200133,216564,465584,448902,1185329,1160055,154969,152777,1696078,1672745,14.431256580550883,12.206737424515651,13.051047810547733,13.985530931148114,11.950980375898716,14.34382908484249,14.41736995801407,12.285641394749298,13.014559880095362,13.963977975751652,11.93673462082454,14.329976547550775,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-19,2020-02-25,-36,Sunday,2020-01-19,1249886,1274677,152154,167350,364440,362292,733302,745049,88871,88542,1161025,1186150,14.03856290511951,11.932648444825093,12.806117207827795,13.505312901474872,11.394941159060346,13.964813793609261,14.058203371147021,12.027842706639472,12.800205795491157,13.521205267010906,11.391232294691504,13.98622332609051,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-20,2020-02-25,-35,Monday,NA,2093647,2090489,292861,323321,480798,469283,1319999,1297899,603788,574115,1489870,1516388,14.554418079315598,12.587453372704251,13.083202502460706,14.09314153698651,13.310978421926876,14.214199425793138,14.552908567865845,12.686400916754046,13.05896127696275,14.07625736120017,13.260585003666693,14.231841749113713,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-21,2020-02-25,-34,Tuesday,NA,1975704,2173314,265859,343191,488206,485445,1221649,1344688,571072,580599,1404642,1592725,14.496435348498323,12.490721372036347,13.09849272691054,14.015712143411525,13.255270575259823,14.155293024011398,14.591763749489637,12.74604242247587,13.092821275023342,14.11167257384859,13.271815608215,14.280956943732491,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-22,2020-02-25,-33,Wednesday,NA,1548780,2195789,204853,342316,416456,495298,927479,1358183,407145,568160,1141644,1627638,14.252978082197933,12.230047927729876,12.939536092751595,13.74022543169797,12.916924666333564,13.947979886798661,14.602051993206508,12.743489566049304,13.112914880611383,14.121658335017452,13.250158348176916,14.302640442096898,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-23,2020-02-25,-32,Thursday,NA,1623060,2208950,222725,353149,435129,510348,965216,1345463,422251,571513,1200819,1637447,14.299823814390116,12.313693105588845,12.983397817832188,13.780107189470877,12.953355202932489,13.998514381961021,14.608027847469762,12.774645343175123,13.142848124944765,14.112248749700013,13.256042509114895,14.308648879555527,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-24,2020-02-25,-31,Friday,NA,2064987,2300010,278732,344930,508571,529733,1277695,1425357,506203,538983,1558794,1761038,14.540634488957938,12.538006025680444,13.139360111075916,14.06056823129008,13.13469305358686,14.25942300332458,14.648424028716013,12.751096776876077,13.180128385006853,14.169932866624201,13.197439309505059,14.381413965894023,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,3,0,690445
AG,Aargau,2020-01-25,2020-02-25,-30,Saturday,NA,1749956,1841722,190398,218654,465853,476931,1093715,1146144,148320,152653,1601647,1689077,14.375101202726468,12.156871897082551,13.051625412698986,13.90509071614195,11.907127380799682,14.286543032766863,14.4262115614975,12.295245850751025,13.075127105319016,13.951913822813225,11.935922650770435,14.339692783856766,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,4,0,690445
AG,Aargau,2020-01-26,2020-02-25,-29,Sunday,2020-01-26,1185814,1284892,149821,173454,361179,378394,674825,733056,85001,89176,1100825,1195728,13.985940016561152,11.917196527155877,12.797128959299915,13.422208676981915,11.350418300109132,13.911570456659145,14.066185226086729,12.063667713532967,12.843691259797362,13.504977376313475,11.39836722406946,13.994265762878621,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,0,0,690445
AG,Aargau,2020-01-27,2020-02-25,-28,Monday,NA,1946860,1979284,277547,307613,466101,460858,1203222,1210823,649181,633884,1297690,1345411,14.481728376273379,12.533745567196624,13.052157627820877,14.00051351658502,13.383466847404398,14.07609631875435,14.49824572111021,12.636597778399388,13.040845248498655,14.006810851654603,13.359621251379487,14.112210100547355,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,13,0,690445
AG,Aargau,2020-01-28,2020-02-25,-27,Tuesday,NA,2086669,1935061,299071,309553,494476,446766,1293133,1178752,669968,607684,1416712,1327388,14.55107957261841,12.608436282378069,13.1112538949945,14.072578514026365,13.414985229032517,14.163849251720501,14.475649408496935,12.64288460038806,13.009790246594127,13.979966809640985,13.31741028899619,14.09872365942408,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,16,0,690445
AG,Aargau,2020-01-29,2020-02-25,-26,Wednesday,NA,2081375,2024588,295459,316143,498061,473308,1287868,1235146,657556,617567,1423833,1407030,14.548539290967417,12.59628535831697,13.118477838465347,14.068498695922495,13.396285210509866,14.168863088795876,14.520876781032513,12.663949921853053,13.067501618350267,14.026699739680426,13.333542843622642,14.156991657830837,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,29,0,690445
AG,Aargau,2020-01-30,2020-02-25,-25,Thursday,NA,2114492,1871463,305128,289794,502234,452434,1307141,1129243,662130,566174,1452373,1305298,14.564325152487193,12.628486639682977,13.12682142552465,14.083352867430355,13.403217190262529,14.188709328429391,14.44223103589341,12.576925604720643,13.022397175130454,13.937058054693122,13.24665673043602,14.08194192516089,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,40,0,690445
AG,Aargau,2020-01-31,2020-02-25,-24,Friday,NA,2147032,1785881,293327,264418,530291,434360,1323425,1087110,613814,449723,1533230,1336166,14.579596981267779,12.589043306644102,13.181181191455652,14.095733631117652,13.327447229640144,14.24288717921597,14.395422408859442,12.485286463311105,12.981628962330836,13.899033356935544,13.016387116658844,14.105314876857156,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,32,0,690445
AG,Aargau,2020-02-01,2020-02-25,-23,Saturday,NA,1760767,1661633,188635,194219,476763,448212,1095380,1019212,152051,137979,1608728,1523665,14.381260067537621,12.147569209906774,13.074774791051048,13.906611892994544,11.931971269867836,14.29095436258529,14.323311411722367,12.17674166733476,13.013021613752267,13.834540337671068,11.834856778646673,14.236629174792625,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,19,0,690445
AG,Aargau,2020-02-02,2020-02-25,-22,Sunday,2020-02-02,1107923,1023466,148097,145305,335096,322245,624741,555925,79916,71084,1028018,952392,13.917997649289669,11.905622743467333,12.722172336918856,13.34509244283113,11.28873136201984,13.843143234571581,13.838705464186322,11.886590260528594,12.68306740477726,13.228388672047632,11.171617555305376,13.766731993727563,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,11,0,690445
AG,Aargau,2020-02-03,2020-02-25,-21,Monday,NA,1940985,1759953,269062,265842,469223,416431,1202710,1077691,672953,595463,1268042,1164501,14.478706134146016,12.502697115298163,13.058833414167879,14.000087901889568,13.419430769635431,14.052984536459144,14.380797662112307,12.490657426322475,12.939476060598356,13.89033134743193,13.297094533185549,13.96780322704382,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,14,0,690445
AG,Aargau,2020-02-04,2020-02-25,-20,Tuesday,NA,2016708,1878290,285890,291285,492905,442180,1237928,1144837,682918,632225,1333804,1246076,14.516977036996646,12.563362400433906,13.108071736687464,14.028949572215547,13.434130072780167,14.103545568126213,14.445872346424181,12.58205744831583,12.99947231797921,13.950772826758001,13.357000622429753,14.035509971653996,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,26,0,690445
AG,Aargau,2020-02-05,2020-02-25,-19,Wednesday,NA,2059475,1958256,289024,296946,513140,459342,1257319,1201979,675536,620732,1383948,1337535,14.537961653915938,12.574265008629224,13.148303991404683,14.044492234214486,13.423261728818726,14.140450842199561,14.487564839184959,12.601305583072088,13.037550309634163,13.99947992304281,13.338654705769157,14.106338925634216,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,28,0,690445
AG,Aargau,2020-02-06,2020-02-25,-18,Thursday,NA,2057625,1915959,292658,296965,515347,457087,1249630,1161920,681449,595546,1376186,1320427,14.537062963029387,12.586759970754413,13.152595739161491,14.038358065461837,13.431976692395487,14.134826462758792,14.465728838536595,12.60136956572271,13.032629023749141,13.965584367208107,13.297233910805927,14.093465727101096,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,13,0,690445
AG,Aargau,2020-02-07,2020-02-25,-17,Friday,NA,2129051,1992686,283294,291651,540994,484392,1304775,1216652,623032,550050,1506030,1442646,14.57118689849711,12.5542405066321,13.201163467194105,14.081541170080861,13.342353160816458,14.224987607462294,14.504994035352397,12.583313160943264,13.090649775248064,14.011613382023384,13.217764462167581,14.181989485414261,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,15,0,690445
AG,Aargau,2020-02-08,2020-02-25,-16,Saturday,NA,1758502,1687523,191333,198773,487964,444610,1079214,1044154,147644,139243,1610867,1548294,14.379972868228482,12.161770644471797,13.097996911622305,13.891743556363815,11.902559249705673,14.292283101333307,14.338772331265568,12.199918749091598,13.004952772387044,13.858717546124797,11.843975887226167,14.252664237579438,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,7,0,690445
AG,Aargau,2020-02-09,2020-02-25,-15,Sunday,2020-02-09,1191085,1286745,150518,166556,368315,369216,672263,750986,80028,80298,1111068,1206459,13.990375214388637,11.921837957348302,12.81669382927147,13.418404911988016,11.290131852420307,13.920832272869362,14.067626331748757,12.023086868190585,12.819137117616561,13.529142288761593,11.29349999302443,14.00320018087552,0,0,0,0,0,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,NA,NA,9,0,690445
